,月内平均値,月内中央値,月内最大値,月内最小値,会員期間,cluster
720,4.5,5.0,7,2,35,1
721,4.833333333,5.0,7,3,35,1
722,5.0,5.0,8,2,35,1
723,4.5,4.5,8,2,35,1
724,5.083333333,5.5,8,2,35,1
725,4.25,3.5,8,1,35,1
726,4.833333333,5.5,6,2,35,1
727,4.5,5.0,7,2,35,1
728,5.083333333,5.0,8,1,35,1
729,3.0,3.0,3,3,23,2
730,1.0,1.0,1,1,23,2
731,5.166666667,5.0,9,3,35,1
732,4.583333333,4.5,7,2,35,1
733,4.583333333,5.0,7,2,35,1
734,5.166666667,5.0,9,3,35,1
735,4.583333333,4.5,7,3,35,1
736,4.416666667,4.0,8,2,35,1
737,4.833333333,5.0,7,3,35,1
738,5.083333333,5.0,7,2,35,1
739,4.666666667,4.5,7,2,35,1
740,3.5,3.5,6,1,35,1
741,5.666666667,6.0,8,3,35,1
742,5.166666667,5.5,7,3,35,1
743,4.833333333,4.5,8,2,35,1
744,4.75,5.0,7,2,35,1
745,4.5,5.0,5,3,35,1
746,4.5,4.5,7,1,35,1
747,3.916666667,4.0,6,2,35,1
748,4.666666667,5.0,6,3,35,1
749,5.166666667,4.0,8,2,35,1
750,4.833333333,5.0,7,3,35,1
751,3.916666667,3.0,7,2,35,1
752,4.166666667,4.0,6,3,35,1
753,5.166666667,5.0,7,3,35,1
754,4.0,4.0,8,2,35,1
755,4.75,4.5,7,2,35,1
756,4.5,5.0,7,2,35,1
757,5.166666667,5.0,7,3,35,1
758,4.416666667,4.0,8,2,35,1
759,4.916666667,5.0,8,3,35,1
760,4.5,4.0,7,2,35,1
761,4.833333333,5.0,7,1,35,1
762,4.083333333,4.0,6,1,35,1
763,5.666666667,5.5,8,4,35,1
764,4.583333333,5.0,7,2,34,1
765,5.0,5.0,8,2,34,1
766,4.916666667,5.0,9,3,34,1
767,4.666666667,5.0,7,2,34,1
768,4.25,4.0,7,2,34,1
769,4.916666667,5.5,9,2,34,1
770,3.5,3.5,4,3,23,2
771,5.0,5.0,6,4,34,1
772,4.333333333,4.5,6,2,34,1
773,4.75,4.5,7,1,34,1
774,5.75,6.0,8,4,34,1
775,5.0,5.0,9,3,34,1
776,4.083333333,4.0,6,2,34,1
777,5.583333333,6.0,8,1,34,1
778,5.333333333,5.0,8,3,34,1
779,4.583333333,4.5,8,3,34,1
780,4.75,5.0,7,3,34,1
781,5.166666667,5.0,8,3,34,1
782,4.833333333,5.0,7,2,34,1
783,4.5,4.5,6,3,34,1
784,4.333333333,4.5,6,1,34,1
785,3.0,3.0,3,3,23,2
786,4.25,5.0,6,1,34,1
787,5.5,5.5,8,2,34,1
788,4.416666667,4.5,8,1,34,1
789,5.0,6.0,7,2,34,1
790,4.333333333,4.0,6,3,34,1
791,4.666666667,5.0,6,3,34,1
792,4.5,4.5,6,3,34,1
793,4.5,4.0,7,3,34,1
794,4.25,4.0,7,1,34,1
795,4.583333333,4.0,7,3,34,1
796,5.25,5.5,8,3,34,1
797,4.666666667,4.5,9,2,34,1
798,4.666666667,5.0,7,1,34,1
799,4.666666667,5.0,7,1,34,1
800,4.416666667,4.5,6,3,34,1
801,4.5,4.0,8,3,34,1
802,4.916666667,5.0,9,2,34,1
803,4.333333333,4.5,6,2,34,1
804,4.833333333,4.5,7,3,34,1
805,4.25,4.5,7,1,34,1
806,4.583333333,4.5,6,3,34,1
807,5.0,5.0,7,3,34,1
808,3.916666667,3.0,9,1,34,1
809,4.5,4.0,8,3,34,1
810,3.416666667,3.0,7,2,34,1
811,5.5,5.5,8,3,34,1
812,4.333333333,4.0,6,3,34,1
813,3.0,3.0,4,2,23,2
814,4.583333333,5.0,8,1,34,1
815,5.083333333,5.0,7,2,34,1
816,5.083333333,5.5,8,2,34,1
817,4.25,4.0,6,2,34,1
818,4.416666667,4.5,6,3,34,1
819,5.083333333,5.0,7,3,34,1
820,4.5,4.5,7,1,34,1
821,4.666666667,5.0,7,2,34,1
822,5.0,5.0,8,2,34,1
823,4.333333333,4.5,6,3,34,1
824,4.75,5.0,8,1,34,1
825,4.75,4.5,7,3,34,1
826,4.5,4.0,8,2,34,1
827,4.333333333,4.0,7,2,34,1
828,4.75,5.0,7,1,34,1
829,5.5,5.0,8,3,34,1
830,5.416666667,5.0,8,3,34,1
831,4.666666667,5.0,7,2,34,1
832,4.666666667,5.0,8,2,34,1
833,4.75,5.0,7,3,34,1
834,5.75,6.0,8,3,34,1
835,4.666666667,4.5,7,2,34,1
836,5.0,5.0,8,3,34,1
837,4.0,4.0,5,3,23,2
838,4.666666667,5.0,7,2,34,1
839,4.916666667,5.0,8,1,34,1
840,5.333333333,6.0,7,2,33,1
841,4.416666667,4.0,6,3,33,1
842,5.083333333,5.0,7,3,33,1
843,5.0,5.0,8,2,33,1
844,4.916666667,5.0,7,3,33,1
845,4.416666667,4.0,7,2,33,1
846,3.0,3.0,3,3,21,2
847,3.0,3.0,3,3,22,2
848,5.583333333,6.0,9,2,33,1
849,5.333333333,5.5,8,1,33,1
850,4.25,4.0,7,3,33,1
851,4.916666667,5.0,8,3,33,1
852,3.75,3.5,9,2,33,1
853,5.083333333,5.0,8,2,33,1
854,4.5,4.0,7,3,33,1
855,4.083333333,4.0,7,1,33,1
856,5.416666667,5.5,7,3,33,1
857,1.5,1.5,2,1,22,2
858,4.75,5.0,7,3,33,1
859,5.333333333,5.0,8,4,33,1
860,5.166666667,5.5,7,1,33,1
861,4.666666667,4.0,7,2,33,1
862,4.416666667,5.0,8,1,33,1
863,4.666666667,4.0,9,2,33,1
864,5.0,5.5,7,1,33,1
865,2.0,2.0,3,1,22,2
866,4.75,5.0,7,3,33,1
867,4.25,4.0,6,2,33,1
868,4.916666667,5.0,7,2,33,1
869,4.583333333,4.5,6,3,33,1
870,4.0,3.5,6,2,33,1
871,4.583333333,5.0,6,2,33,1
872,4.416666667,5.0,6,1,33,1
873,5.333333333,6.0,7,3,33,1
874,4.5,4.0,6,2,33,1
875,4.666666667,5.0,6,3,33,1
876,4.583333333,5.0,7,2,33,1
877,3.0,3.0,3,3,21,2
878,4.333333333,4.0,7,2,33,1
879,5.166666667,5.5,7,3,33,1
880,4.416666667,4.5,7,1,33,1
881,4.916666667,5.0,7,2,33,1
882,4.5,4.5,6,2,33,1
883,5.0,5.5,8,2,33,1
884,4.833333333,5.0,7,2,33,1
885,4.916666667,5.0,7,2,33,1
886,4.5,4.5,6,3,22,1
887,5.0,5.0,8,2,33,1
888,5.083333333,5.0,7,3,33,1
889,4.166666667,3.5,7,2,33,1
890,5.0,5.0,7,3,33,1
891,5.333333333,5.5,8,2,33,1
892,4.583333333,4.5,6,3,33,1
893,5.833333333,6.0,8,4,33,1
894,5.5,5.0,9,3,33,1
895,4.75,5.0,7,1,33,1
896,5.583333333,5.5,10,1,33,1
897,5.0,5.0,8,3,33,1
898,4.666666667,5.0,8,2,33,1
899,3.916666667,4.0,6,1,33,1
900,5.5,5.0,9,4,33,1
901,4.0,4.0,5,3,22,2
902,4.166666667,4.0,6,2,33,1
903,4.833333333,5.0,8,2,33,1
904,5.25,5.5,6,4,33,1
905,5.0,5.0,8,3,33,1
906,4.666666667,5.0,7,2,33,1
907,5.0,4.0,9,2,33,1
908,4.333333333,4.0,6,3,33,1
909,5.0,5.0,7,3,32,1
910,4.583333333,5.0,6,1,32,1
911,4.583333333,4.5,8,2,32,1
912,4.75,4.5,8,2,32,1
913,4.75,5.0,8,2,32,1
914,4.5,4.0,7,3,32,1
915,5.25,5.5,7,2,32,1
916,5.0,5.0,8,1,32,1
917,4.416666667,5.0,7,2,32,1
918,5.0,5.0,7,3,32,1
919,3.833333333,4.0,5,2,32,1
920,4.583333333,5.0,7,2,32,1
921,4.0,4.0,4,4,20,2
922,5.0,5.0,8,2,32,1
923,5.666666667,5.0,8,4,32,1
924,5.083333333,5.0,7,3,32,1
925,4.75,4.5,7,4,32,1
926,4.916666667,5.0,7,2,32,1
927,4.166666667,4.0,7,2,32,1
928,5.666666667,6.0,8,1,32,1
929,5.25,5.0,9,2,32,1
930,4.666666667,5.0,7,2,32,1
931,3.0,3.0,3,3,21,2
932,4.0,4.0,6,1,32,1
933,5.083333333,5.0,7,2,32,1
934,5.25,6.0,8,2,32,1
935,4.583333333,4.0,8,2,32,1
936,4.833333333,5.0,8,3,32,1
937,4.25,4.5,7,1,32,1
938,5.083333333,5.0,8,2,32,1
939,4.833333333,5.0,7,2,32,1
940,5.333333333,5.5,8,3,32,1
941,4.666666667,4.0,9,1,32,1
942,5.083333333,5.5,7,3,32,1
943,5.25,5.0,7,2,32,1
944,4.666666667,5.0,7,1,32,1
945,5.666666667,4.5,10,3,32,3
946,5.0,5.5,7,2,32,1
947,5.666666667,5.5,8,3,32,1
948,4.583333333,4.5,8,1,32,1
949,4.416666667,4.0,7,3,32,1
950,5.666666667,6.0,10,3,32,3
951,4.833333333,5.0,7,3,32,1
952,5.25,5.0,10,2,32,1
953,5.333333333,5.5,8,3,32,1
954,4.416666667,4.0,7,2,32,1
955,4.75,4.5,7,3,32,1
956,4.916666667,5.0,7,3,32,1
957,5.333333333,5.5,7,3,32,1
958,4.166666667,5.0,6,1,32,1
959,3.583333333,3.0,6,1,32,1
960,4.083333333,3.5,7,2,32,1
961,4.5,5.0,6,2,32,1
962,5.583333333,5.5,9,4,32,3
963,4.833333333,4.0,8,3,32,1
964,4.916666667,5.0,7,3,32,1
965,5.5,6.0,8,2,32,1
966,5.583333333,5.5,10,3,32,3
967,5.083333333,5.0,7,3,32,1
968,4.5,5.0,6,1,32,1
969,5.666666667,5.5,9,3,32,1
970,5.5,5.5,9,2,32,1
971,4.583333333,4.0,7,3,32,1
972,4.833333333,5.0,9,1,32,1
973,2.333333333,2.0,4,1,22,2
974,5.583333333,6.0,8,3,32,1
975,5.583333333,5.5,8,3,32,1
976,4.833333333,5.0,7,2,32,1
977,4.583333333,4.0,7,3,32,1
978,5.083333333,5.5,7,2,32,1
979,4.916666667,5.0,8,1,32,1
980,5.166666667,5.0,7,3,32,1
981,5.0,5.0,7,3,32,1
982,5.333333333,5.0,8,3,32,1
983,4.666666667,5.0,7,2,32,1
984,4.333333333,5.0,7,1,32,1
985,4.5,5.0,7,2,32,1
986,5.0,4.0,9,3,31,1
987,4.833333333,5.0,8,2,31,1
988,4.5,4.0,8,3,31,1
989,1.0,1.0,1,1,19,2
990,5.25,5.5,7,2,31,1
991,4.166666667,4.0,7,2,31,1
992,5.416666667,5.0,9,3,31,1
993,4.333333333,4.5,7,1,31,1
994,4.25,5.0,7,1,31,1
995,2.0,2.0,2,2,19,2
996,4.75,5.0,7,3,31,1
997,4.916666667,5.0,9,1,31,1
998,5.25,5.0,8,2,31,1
999,5.666666667,6.0,8,3,31,1
1000,4.75,5.0,7,2,31,1
1001,4.416666667,4.0,7,2,31,1
1002,1.5,1.5,2,1,20,2
1003,5.25,5.0,8,3,31,1
1004,5.166666667,5.0,8,3,31,1
1005,4.833333333,5.0,9,1,31,1
1006,5.0,5.0,8,2,31,1
1007,5.083333333,4.5,9,3,31,1
1008,5.666666667,6.0,7,3,31,1
1009,5.25,5.0,8,2,31,1
1010,5.5,5.5,7,3,31,1
1011,5.0,4.5,8,3,31,1
1012,4.666666667,5.0,7,1,31,1
1013,5.0,5.0,6,3,31,1
1014,5.5,6.0,8,1,31,1
1015,4.75,5.5,7,1,31,1
1016,4.666666667,5.0,8,3,31,1
1017,5.166666667,5.0,8,3,31,1
1018,4.25,4.0,7,1,31,1
1019,3.0,3.0,4,2,20,2
1020,3.916666667,4.0,6,2,31,1
1021,4.75,4.5,7,2,31,1
1022,5.166666667,5.5,7,1,31,1
1023,4.666666667,4.5,7,3,31,1
1024,1.0,1.0,1,1,20,2
1025,4.916666667,5.0,7,2,31,1
1026,4.916666667,5.0,8,1,31,1
1027,5.5,5.5,7,1,31,1
1028,4.583333333,4.0,7,2,31,1
1029,5.416666667,6.0,7,3,31,1
1030,5.25,5.0,8,3,31,1
1031,5.583333333,5.0,10,3,31,3
1032,5.166666667,5.0,8,3,31,1
1033,4.416666667,4.5,7,1,31,1
1034,5.083333333,5.0,8,3,31,1
1035,4.666666667,5.0,7,3,31,1
1036,5.666666667,6.0,8,3,31,1
1037,4.833333333,5.0,9,1,31,1
1038,5.916666667,6.0,9,4,31,3
1039,5.333333333,5.0,9,3,31,1
1040,5.916666667,6.0,8,2,31,1
1041,4.916666667,5.0,9,2,31,1
1042,4.5,4.0,8,3,31,1
1043,5.416666667,5.5,8,2,31,1
1044,4.416666667,4.5,7,2,31,1
1045,4.916666667,4.5,8,2,31,1
1046,4.75,4.0,8,3,31,1
1047,5.166666667,5.5,8,1,31,1
1048,5.083333333,5.0,8,3,31,1
1049,5.5,6.0,8,2,31,1
1050,5.166666667,5.0,8,2,31,1
1051,5.416666667,5.0,9,2,31,1
1052,5.0,4.5,8,3,31,1
1053,4.833333333,5.0,7,1,31,1
1054,4.75,5.0,8,1,31,1
1055,4.25,4.0,6,3,22,1
1056,5.5,5.5,8,2,31,1
1057,5.75,6.0,8,4,31,3
1058,4.916666667,4.5,9,2,31,1
1059,5.0,5.0,7,2,31,1
1060,5.166666667,5.0,8,1,31,1
1061,3.0,3.0,5,1,19,2
1062,4.0,4.0,5,3,22,2
1063,3.5,4.0,4,1,23,2
1064,3.0,3.0,3,3,18,2
1065,2.2,2.0,3,1,22,2
1066,2.5,3.0,3,1,23,2
1067,4.416666667,5.0,7,1,30,1
1068,3.6,2.0,7,2,22,2
1069,2.833333333,3.0,4,1,23,2
1070,2.4,2.0,5,1,22,2
1071,2.666666667,2.5,4,1,23,2
1072,2.0,2.0,2,2,18,2
1073,4.75,4.5,8,3,30,1
1074,5.166666667,5.0,7,3,30,1
1075,4.583333333,5.0,7,2,30,1
1076,5.75,6.0,9,3,30,3
1077,4.916666667,5.0,7,2,30,1
1078,5.333333333,5.0,9,2,30,1
1079,4.5,4.0,9,2,30,1
1080,5.416666667,6.5,8,2,30,1
1081,4.75,4.0,8,2,30,1
1082,5.416666667,5.5,8,3,30,1
1083,4.75,5.0,6,2,30,1
1084,4.833333333,5.0,7,2,30,1
1085,5.416666667,5.0,9,1,30,1
1086,5.416666667,6.0,9,2,30,3
1087,5.0,5.0,6,4,30,1
1088,4.75,5.0,7,2,30,1
1089,5.083333333,5.5,7,2,30,1
1090,5.416666667,6.0,8,1,30,1
1091,5.0,5.0,8,2,30,1
1092,4.666666667,5.0,7,2,30,1
1093,5.166666667,5.5,7,1,30,1
1094,5.0,5.0,7,3,30,1
1095,4.666666667,5.0,6,2,30,1
1096,5.083333333,5.5,7,2,30,1
1097,4.833333333,5.0,6,4,30,1
1098,5.666666667,5.5,8,4,30,3
1099,4.333333333,4.5,8,1,30,1
1100,5.666666667,6.0,8,2,30,1
1101,5.083333333,5.0,8,3,30,1
1102,5.333333333,5.5,7,3,30,1
1103,4.833333333,4.5,8,1,30,1
1104,5.333333333,5.0,9,3,30,1
1105,5.25,5.0,7,3,30,1
1106,5.5,5.0,9,3,30,3
1107,4.333333333,4.5,8,2,30,1
1108,5.083333333,5.0,9,2,30,1
1109,5.916666667,6.0,9,4,30,3
1110,6.0,6.0,9,3,30,3
1111,5.416666667,6.0,8,2,30,1
1112,4.75,4.5,9,2,30,1
1113,5.083333333,5.0,7,4,30,1
1114,4.25,4.0,8,1,30,1
1115,4.166666667,4.0,7,2,30,1
1116,5.0,5.5,8,2,30,1
1117,4.916666667,5.5,8,1,30,1
1118,5.083333333,5.0,9,2,30,1
1119,6.083333333,6.0,9,4,30,3
1120,5.333333333,5.0,8,1,30,1
1121,5.5,5.0,8,4,30,1
1122,5.416666667,6.0,8,2,30,1
1123,5.666666667,5.5,9,3,30,3
1124,4.083333333,4.5,7,2,30,1
1125,4.083333333,4.0,7,1,30,1
1126,6.0,6.0,9,4,30,3
1127,5.166666667,5.0,8,2,30,1
1128,5.583333333,6.0,8,3,30,1
1129,5.083333333,5.5,8,1,30,1
1130,1.0,1.0,1,1,18,2
1131,5.25,5.0,9,3,30,1
1132,4.583333333,4.5,8,2,29,1
1133,4.833333333,4.5,8,3,29,1
1134,4.666666667,4.5,8,3,29,1
1135,4.666666667,4.5,8,3,29,1
1136,4.666666667,5.0,8,1,29,1
1137,4.5,5.0,7,2,29,1
1138,3.0,2.0,6,2,21,2
1139,4.833333333,4.5,8,1,29,1
1140,4.833333333,5.5,8,2,29,1
1141,4.916666667,5.0,8,2,29,1
1142,5.75,6.0,9,3,29,3
1143,5.833333333,6.0,9,2,29,3
1144,5.583333333,6.0,9,3,29,3
1145,3.0,2.5,5,2,22,2
1146,4.583333333,4.5,8,1,29,1
1147,4.916666667,4.5,9,3,29,1
1148,5.833333333,6.0,9,2,29,3
1149,5.083333333,5.0,8,2,29,1
1150,5.5,5.5,8,3,29,1
1151,5.25,5.5,8,2,29,1
1152,5.166666667,4.5,10,3,29,3
1153,5.5,5.5,7,4,29,1
1154,5.583333333,6.0,7,3,29,1
1155,5.166666667,5.0,7,2,29,1
1156,5.0,4.5,9,2,29,1
1157,5.916666667,6.0,7,4,29,1
1158,5.666666667,6.0,8,2,29,1
1159,2.0,2.0,3,1,20,2
1160,5.0,5.0,9,3,29,3
1161,5.583333333,6.0,8,3,29,3
1162,5.0,5.0,8,3,29,1
1163,5.083333333,5.0,8,1,29,1
1164,5.583333333,5.5,8,3,29,1
1165,5.166666667,4.0,9,3,29,1
1166,4.75,5.0,7,3,29,1
1167,2.0,2.0,2,2,17,2
1168,2.0,2.0,2,2,17,2
1169,5.75,6.0,10,3,29,3
1170,5.833333333,6.0,9,2,29,3
1171,4.75,5.0,8,3,29,1
1172,5.0,5.0,7,2,29,1
1173,5.0,5.0,8,3,29,1
1174,2.5,2.5,4,1,18,2
1175,5.333333333,5.5,8,2,29,1
1176,5.5,5.5,8,3,29,1
1177,5.666666667,6.0,8,3,29,3
1178,5.583333333,5.0,9,4,29,3
1179,4.583333333,4.0,9,2,29,1
1180,5.25,5.0,7,3,29,1
1181,5.333333333,5.0,7,3,29,1
1182,5.666666667,5.5,8,4,29,3
1183,6.0,6.0,8,4,29,3
1184,5.5,5.0,9,3,29,3
1185,5.75,5.5,10,3,29,3
1186,5.0,5.0,7,4,29,1
1187,5.5,5.5,8,3,29,1
1188,5.75,6.0,8,3,29,3
1189,4.583333333,4.5,7,2,29,1
1190,5.75,5.5,8,4,29,3
1191,5.25,5.0,8,3,29,1
1192,4.75,5.5,7,1,29,1
1193,5.083333333,5.5,8,2,29,1
1194,4.583333333,4.0,8,3,29,1
1195,5.5,5.0,8,3,29,1
1196,5.416666667,5.5,7,3,29,1
1197,5.666666667,6.0,9,3,28,3
1198,5.916666667,6.0,8,5,28,3
1199,5.916666667,6.0,9,3,28,3
1200,5.083333333,4.0,9,2,28,1
1201,3.0,3.0,4,2,17,2
1202,4.916666667,5.0,8,2,28,1
1203,5.166666667,5.0,8,2,28,1
1204,5.166666667,5.0,8,2,28,1
1205,5.0,5.0,7,1,28,1
1206,2.0,2.0,3,1,20,2
1207,4.583333333,4.0,9,2,28,1
1208,5.416666667,5.5,7,4,28,1
1209,4.5,5.0,6,2,28,1
1210,4.75,5.0,7,1,28,1
1211,4.166666667,4.0,7,2,28,1
1212,2.5,2.5,3,2,17,2
1213,5.333333333,5.5,8,3,28,1
1214,5.833333333,6.0,8,4,28,3
1215,6.333333333,6.0,9,4,28,3
1216,5.75,6.0,8,3,28,3
1217,5.666666667,5.0,8,4,28,3
1218,5.833333333,5.5,8,3,28,3
1219,6.083333333,6.0,8,3,28,3
1220,4.833333333,5.0,7,1,28,1
1221,5.25,5.0,8,3,28,1
1222,5.583333333,5.0,9,3,28,3
1223,5.583333333,5.5,10,2,28,3
1224,5.083333333,5.0,8,2,28,1
1225,5.25,6.0,8,2,28,1
1226,5.166666667,5.0,8,3,28,1
1227,5.166666667,4.5,10,2,28,3
1228,4.666666667,5.0,9,2,28,1
1229,5.083333333,5.0,8,2,28,1
1230,5.083333333,5.0,7,2,28,1
1231,5.333333333,5.0,7,4,28,1
1232,5.25,5.0,9,2,28,3
1233,4.333333333,4.5,7,1,28,1
1234,4.75,5.0,6,2,28,1
1235,5.916666667,5.5,10,2,28,3
1236,4.666666667,4.5,8,2,28,1
1237,5.416666667,5.0,8,3,28,1
1238,5.5,5.5,8,3,28,3
1239,2.5,2.5,4,1,21,2
1240,5.25,5.5,9,1,28,3
1241,5.083333333,5.0,7,3,28,1
1242,5.25,5.0,7,4,28,1
1243,5.5,5.0,8,4,28,3
1244,5.583333333,5.5,8,4,28,3
1245,6.0,6.0,9,4,28,3
1246,4.166666667,4.5,6,2,28,1
1247,4.666666667,5.0,6,3,28,1
1248,4.0,4.0,6,3,21,1
1249,5.166666667,5.0,8,4,28,1
1250,5.333333333,6.0,7,3,28,1
1251,5.5,5.5,9,2,28,3
1252,5.5,5.5,7,3,28,1
1253,5.25,5.0,8,3,28,1
1254,5.083333333,5.0,10,2,28,3
1255,2.0,2.0,2,2,16,2
1256,2.833333333,3.0,4,2,21,2
1257,5.833333333,6.0,7,5,28,3
1258,6.0,6.0,9,3,28,3
1259,5.583333333,6.0,9,1,28,3
1260,5.583333333,6.0,7,2,28,1
1261,5.416666667,5.0,8,3,28,1
1262,6.083333333,6.0,8,4,28,3
1263,5.583333333,6.0,7,3,28,1
1264,3.5,3.5,6,2,21,2
1265,5.75,5.5,9,4,28,3
1266,5.166666667,5.0,9,2,28,3
1267,4.166666667,3.5,8,2,28,1
1268,5.416666667,5.5,8,2,28,1
1269,2.875,2.5,6,1,23,2
1270,5.416666667,5.0,9,3,28,3
1271,5.0,6.0,7,2,28,1
1272,5.25,5.0,8,4,28,3
1273,5.583333333,5.5,8,3,27,3
1274,4.75,5.0,8,1,27,1
1275,5.833333333,5.5,8,4,27,3
1276,5.0,5.5,9,1,27,3
1277,5.25,5.5,9,2,27,3
1278,5.416666667,5.0,10,3,27,3
1279,6.083333333,5.5,9,4,27,3
1280,4.916666667,4.5,8,3,27,1
1281,5.083333333,5.5,8,1,27,1
1282,5.0,5.0,8,2,27,1
1283,3.0,3.0,3,3,15,2
1284,5.916666667,5.5,9,3,27,3
1285,6.0,6.0,8,5,27,3
1286,5.333333333,5.0,9,2,27,3
1287,5.333333333,5.0,7,3,27,1
1288,5.416666667,5.5,7,2,27,1
1289,5.5,5.0,8,4,27,3
1290,4.833333333,4.0,7,2,27,1
1291,5.166666667,5.0,8,3,27,1
1292,5.75,5.5,9,3,27,3
1293,5.5,6.0,7,4,27,3
1294,4.416666667,4.0,7,1,27,1
1295,5.166666667,5.0,9,2,27,3
1296,5.0,5.5,7,2,27,1
1297,5.083333333,5.0,7,3,27,1
1298,3.0,3.0,4,2,16,2
1299,4.166666667,4.0,7,3,27,1
1300,5.5,5.0,8,2,27,1
1301,5.75,6.0,7,4,27,3
1302,5.916666667,5.5,8,3,27,3
1303,5.166666667,5.5,8,2,27,1
1304,5.333333333,6.0,7,2,27,1
1305,5.0,5.0,9,1,27,1
1306,3.333333333,2.0,6,2,17,2
1307,5.333333333,5.0,7,3,27,1
1308,5.25,5.0,9,1,27,3
1309,5.916666667,6.0,9,3,27,3
1310,5.333333333,5.0,10,2,27,3
1311,5.416666667,4.5,9,2,27,3
1312,5.083333333,5.0,7,3,27,1
1313,5.333333333,5.5,8,3,27,3
1314,5.75,6.0,8,3,27,3
1315,5.416666667,5.0,10,2,27,3
1316,5.916666667,6.0,8,3,27,3
1317,6.083333333,6.0,8,5,27,3
1318,5.833333333,5.5,9,4,27,3
1319,6.25,6.5,9,4,27,3
1320,5.333333333,5.0,9,3,27,3
1321,5.666666667,5.0,9,4,27,3
1322,5.75,6.0,9,2,27,3
1323,5.083333333,4.5,9,2,27,3
1324,4.583333333,4.5,7,3,27,1
1325,4.833333333,5.0,7,2,27,1
1326,5.333333333,5.0,9,2,27,3
1327,4.555555556,4.0,7,2,23,1
1328,5.5,5.0,10,2,27,3
1329,5.333333333,5.5,8,2,27,1
1330,5.5,5.5,7,4,27,1
1331,5.75,6.0,8,2,27,3
1332,5.583333333,6.0,7,4,27,3
1333,5.666666667,5.5,10,3,27,3
1334,6.083333333,6.0,8,4,27,3
1335,4.833333333,5.0,7,3,27,1
1336,5.666666667,6.0,9,2,27,3
1337,5.833333333,6.0,9,2,27,3
1338,5.166666667,5.0,8,3,27,1
1339,5.25,5.0,8,3,27,1
1340,4.583333333,4.5,7,2,27,1
1341,5.25,5.0,8,3,27,1
1342,4.833333333,4.5,8,3,27,1
1343,5.166666667,5.0,8,3,27,1
1344,5.0,5.0,8,2,27,1
1345,5.333333333,5.0,8,4,27,3
1346,5.75,6.0,8,4,27,3
1347,5.583333333,5.5,8,3,27,3
1348,5.416666667,5.5,9,3,26,3
1349,4.0,4.5,5,2,19,2
1350,3.4,3.5,6,2,23,2
1351,5.25,6.0,8,2,26,3
1352,5.0,5.0,8,3,26,3
1353,5.166666667,4.5,8,3,26,1
1354,5.083333333,5.0,7,2,26,1
1355,5.833333333,6.0,8,2,26,3
1356,5.083333333,5.0,7,3,26,1
1357,5.75,6.0,7,4,26,3
1358,6.083333333,6.5,9,3,26,3
1359,5.583333333,5.5,9,2,26,3
1360,4.666666667,5.0,8,2,26,1
1361,6.0,6.0,9,4,26,3
1362,4.75,5.0,7,2,26,1
1363,3.8,4.0,7,2,23,1
1364,6.0,6.0,8,4,26,3
1365,3.7,3.0,8,2,23,1
1366,5.333333333,5.0,9,3,26,3
1367,3.0,3.0,4,2,15,2
1368,5.916666667,6.0,9,2,26,3
1369,5.333333333,5.5,8,2,26,3
1370,5.916666667,6.0,10,4,26,3
1371,4.916666667,5.5,7,2,26,1
1372,5.083333333,5.0,7,2,26,1
1373,2.8,2.0,5,1,18,2
1374,5.333333333,5.5,8,2,26,3
1375,4.75,5.0,7,2,26,1
1376,2.8,2.0,7,1,18,2
1377,5.5,5.5,8,2,26,3
1378,3.5,4.0,5,1,23,2
1379,4.833333333,5.0,7,3,26,1
1380,5.083333333,5.0,9,1,26,3
1381,4.083333333,4.0,7,2,26,1
1382,5.5,6.0,8,2,26,3
1383,5.25,5.5,8,2,26,3
1384,5.583333333,5.0,9,3,26,3
1385,5.166666667,5.0,8,3,26,3
1386,6.0,6.5,8,2,26,3
1387,2.333333333,2.5,4,1,19,2
1388,5.583333333,5.5,8,4,26,3
1389,5.333333333,5.0,8,3,26,3
1390,5.583333333,5.5,9,3,26,3
1391,3.5,3.5,4,3,15,2
1392,6.333333333,6.0,9,4,26,3
1393,5.666666667,6.0,8,2,26,3
1394,5.166666667,5.5,8,2,26,3
1395,6.083333333,6.5,8,2,26,3
1396,4.75,4.5,7,3,26,1
1397,4.75,4.5,6,3,26,1
1398,6.166666667,6.0,8,5,26,3
1399,5.666666667,6.0,9,3,26,3
1400,5.166666667,5.0,8,4,26,3
1401,5.333333333,5.0,8,2,26,1
1402,5.666666667,5.5,8,2,26,3
1403,5.333333333,5.5,8,3,26,3
1404,4.833333333,5.0,7,2,26,1
1405,5.083333333,5.0,9,2,26,3
1406,5.333333333,5.5,8,2,26,3
1407,5.833333333,6.0,9,3,26,3
1408,5.25,5.5,8,3,26,3
1409,6.5,6.5,8,5,26,3
1410,5.833333333,5.5,8,4,26,3
1411,5.0,5.5,7,1,26,1
1412,5.833333333,6.0,8,4,26,3
1413,4.583333333,5.0,8,1,26,1
1414,5.416666667,5.5,9,3,26,3
1415,5.583333333,5.5,10,2,26,3
1416,5.0,5.0,8,2,26,1
1417,5.583333333,6.0,8,3,26,3
1418,5.083333333,5.5,8,2,26,3
1419,5.166666667,5.0,8,3,26,3
1420,4.5,4.0,7,3,26,1
1421,5.166666667,5.0,7,4,26,1
1422,5.833333333,6.0,8,3,25,3
1423,3.285714286,3.0,5,2,19,2
