customer_id,mean,median,max,min,membership_period
TS735605,3.5,3.5,6,1,35
AS374280,5.666666667,6,8,3,35
HD777083,5.166666667,5.5,7,3,35
HD864300,4.833333333,4.5,8,2,35
HI352145,4.75,5,7,2,35
PL198544,4.5,5,5,3,35
IK874524,4.5,4.5,7,1,35
PL888478,3.916666667,4,6,2,35
GD639016,4.666666667,5,6,3,35
IK732196,5.166666667,4,8,2,35
HD671982,4.833333333,5,7,3,35
GD069878,3.916666667,3,7,2,35
PL023264,4.166666667,4,6,3,35
IK552505,5.166666667,5,7,3,35
PL147603,4,4,8,2,35
HI363056,4.75,4.5,7,2,35
PL136393,4.5,5,7,2,35
HD351414,5.166666667,5,7,3,35
AS453157,4.416666667,4,8,2,35
HI188968,4.916666667,5,8,3,35
TS181580,4.5,4,7,2,35
HI142388,4.833333333,5,7,1,35
IK733404,4.083333333,4,6,1,35
AS218636,5.666666667,5.5,8,4,35
PL941345,4.583333333,5,7,2,34
GD951332,5,5,8,2,34
AS840069,4.916666667,5,9,3,34
AS460177,4.666666667,5,7,2,34
HD030810,4.25,4,7,2,34
TS999079,4.916666667,5.5,9,2,34
HD597545,3.5,3.5,4,3,23
TS250786,5,5,6,4,34
AS256239,4.333333333,4.5,6,2,34
AS761330,4.75,4.5,7,1,34
GD972640,5.75,6,8,4,34
AS622023,5,5,9,3,34
IK581952,4.083333333,4,6,2,34
HI048967,5.583333333,6,8,1,34
OA470195,5.333333333,5,8,3,34
PL966052,4.583333333,4.5,8,3,34
PL001979,4.75,5,7,3,34
OA736386,5.166666667,5,8,3,34
IK010592,4.833333333,5,7,2,34
GD635322,4.5,4.5,6,3,34
GD479069,4.333333333,4.5,6,1,34
HI749296,3,3,3,3,23
OA020996,4.25,5,6,1,34
HI949100,5.5,5.5,8,2,34
HD935075,4.416666667,4.5,8,1,34
HD333962,5,6,7,2,34
HD096925,4.333333333,4,6,3,34
OA637232,4.666666667,5,6,3,34
HI934540,4.5,4.5,6,3,34
HI405294,4.5,4,7,3,34
OA985308,4.25,4,7,1,34
GD804357,4.583333333,4,7,3,34
GD809807,5.25,5.5,8,3,34
HI494466,4.666666667,4.5,9,2,34
IK828809,4.666666667,5,7,1,34
HD573624,4.666666667,5,7,1,34
HD000022,4.416666667,4.5,6,3,34
HI636994,4.5,4,8,3,34
GD943344,4.916666667,5,9,2,34
PL695674,4.333333333,4.5,6,2,34
PL980001,4.833333333,4.5,7,3,34
HI604733,4.25,4.5,7,1,34
HD305029,4.583333333,4.5,6,3,34
HI227285,5,5,7,3,34
OA240963,3.916666667,3,9,1,34
AS772036,4.5,4,8,3,34
HD982676,3.416666667,3,7,2,34
PL339883,5.5,5.5,8,3,34
HI911254,4.333333333,4,6,3,34
OA007936,3,3,4,2,23
GD947493,4.583333333,5,8,1,34
OA602580,5.083333333,5,7,2,34
HD476406,5.083333333,5.5,8,2,34
HI162012,4.25,4,6,2,34
TS184897,4.416666667,4.5,6,3,34
AS779956,5.083333333,5,7,3,34
PL861287,4.5,4.5,7,1,34
HD327582,4.666666667,5,7,2,34
OA132029,5,5,8,2,34
GD194770,4.333333333,4.5,6,3,34
OA701687,4.75,5,8,1,34
IK028579,4.75,4.5,7,3,34
OA574788,4.5,4,8,2,34
IK258132,4.333333333,4,7,2,34
IK593766,4.75,5,7,1,34
TS830686,5.5,5,8,3,34
HI142296,5.416666667,5,8,3,34
TS130392,4.666666667,5,7,2,34
OA401352,4.666666667,5,8,2,34
OA816679,4.75,5,7,3,34
AS171842,5.75,6,8,3,34
PL817078,4.666666667,4.5,7,2,34
TS477224,5,5,8,3,34
AS842977,4,4,5,3,23
PL399207,4.666666667,5,7,2,34
HI360754,4.916666667,5,8,1,34
IK123390,5.333333333,6,7,2,33
HI880150,4.416666667,4,6,3,33
HD528660,5.083333333,5,7,3,33
HD068817,5,5,8,2,33
TS134180,4.916666667,5,7,3,33
IK732316,4.416666667,4,7,2,33
TS915632,3,3,3,3,21
HD805772,3,3,3,3,22
HD457136,5.583333333,6,9,2,33
TS098760,5.333333333,5.5,8,1,33
HD020326,4.25,4,7,3,33
TS189978,4.916666667,5,8,3,33
HI047229,3.75,3.5,9,2,33
OA735216,5.083333333,5,8,2,33
HD961587,4.5,4,7,3,33
AS453778,4.083333333,4,7,1,33
OA290803,5.416666667,5.5,7,3,33
IK942599,1.5,1.5,2,1,22
HD410257,4.75,5,7,3,33
IK540492,5.333333333,5,8,4,33
HI466749,5.166666667,5.5,7,1,33
HI481405,4.666666667,4,7,2,33
GD710390,4.416666667,5,8,1,33
PL302409,4.666666667,4,9,2,33
AS248948,5,5.5,7,1,33
GD049091,2,2,3,1,22
OA322328,4.75,5,7,3,33
OA162065,4.25,4,6,2,33
HD006808,4.916666667,5,7,2,33
TS413667,4.583333333,4.5,6,3,33
AS642796,4,3.5,6,2,33
AS436928,4.583333333,5,6,2,33
AS339451,4.416666667,5,6,1,33
OA822905,5.333333333,6,7,3,33
AS662863,4.5,4,6,2,33
GD428351,4.666666667,5,6,3,33
TS488636,4.583333333,5,7,2,33
HI292376,3,3,3,3,21
IK179300,4.333333333,4,7,2,33
TS952924,5.166666667,5.5,7,3,33
HI861442,4.416666667,4.5,7,1,33
AS936602,4.916666667,5,7,2,33
AS399435,4.5,4.5,6,2,33
IK572153,5,5.5,8,2,33
TS509743,4.833333333,5,7,2,33
TS294275,4.916666667,5,7,2,33
TS311640,4.5,4.5,6,3,22
GD373372,5,5,8,2,33
HD101792,5.083333333,5,7,3,33
HD070115,4.166666667,3.5,7,2,33
IK809167,5,5,7,3,33
HD056820,5.333333333,5.5,8,2,33
HI162853,4.583333333,4.5,6,3,33
AS998566,5.833333333,6,8,4,33
PL741960,5.5,5,9,3,33
HD647688,4.75,5,7,1,33
TS324893,5.583333333,5.5,10,1,33
HD333063,5,5,8,3,33
HI573797,4.666666667,5,8,2,33
HI821087,3.916666667,4,6,1,33
HD896542,5.5,5,9,4,33
PL396593,4,4,5,3,22
PL214920,4.166666667,4,6,2,33
OA704361,4.833333333,5,8,2,33
IK461350,5.25,5.5,6,4,33
IK791659,5,5,8,3,33
TS870228,4.666666667,5,7,2,33
OA294469,5,4,9,2,33
HI265189,4.333333333,4,6,3,33
HI918101,5,5,7,3,32
OA558072,4.583333333,5,6,1,32
GD598089,4.583333333,4.5,8,2,32
TS963437,4.75,4.5,8,2,32
AS057808,4.75,5,8,2,32
OA982505,4.5,4,7,3,32
IK676041,5.25,5.5,7,2,32
AS756169,5,5,8,1,32
OA281070,4.416666667,5,7,2,32
PL085479,5,5,7,3,32
OA510981,3.833333333,4,5,2,32
PL089782,4.583333333,5,7,2,32
IK938859,4,4,4,4,20
PL712561,5,5,8,2,32
AS656522,5.666666667,5,8,4,32
IK061114,5.083333333,5,7,3,32
AS734767,4.75,4.5,7,4,32
PL505013,4.916666667,5,7,2,32
HD619719,4.166666667,4,7,2,32
PL368003,5.666666667,6,8,1,32
HI866646,5.25,5,9,2,32
PL201071,4.666666667,5,7,2,32
AS888896,3,3,3,3,21
IK306874,4,4,6,1,32
PL150080,5.083333333,5,7,2,32
OA309947,5.25,6,8,2,32
IK897447,4.583333333,4,8,2,32
HI543206,4.833333333,5,8,3,32
OA406392,4.25,4.5,7,1,32
AS800531,5.083333333,5,8,2,32
HI233749,4.833333333,5,7,2,32
IK657837,5.333333333,5.5,8,3,32
PL801504,4.666666667,4,9,1,32
TS063530,5.083333333,5.5,7,3,32
GD975752,5.25,5,7,2,32
PL701153,4.666666667,5,7,1,32
OA467560,5.666666667,4.5,10,3,32
IK904385,5,5.5,7,2,32
IK109332,5.666666667,5.5,8,3,32
HI245631,4.583333333,4.5,8,1,32
TS643036,4.416666667,4,7,3,32
HI811171,5.666666667,6,10,3,32
IK661109,4.833333333,5,7,3,32
GD227601,5.25,5,10,2,32
HI324381,5.333333333,5.5,8,3,32
GD537137,4.416666667,4,7,2,32
GD161261,4.75,4.5,7,3,32
AS798945,4.916666667,5,7,3,32
GD574867,5.333333333,5.5,7,3,32
OA393462,4.166666667,5,6,1,32
AS495117,3.583333333,3,6,1,32
HD544369,4.083333333,3.5,7,2,32
IK007215,4.5,5,6,2,32
HI246799,5.583333333,5.5,9,4,32
PL929101,4.833333333,4,8,3,32
IK438932,4.916666667,5,7,3,32
AS040860,5.5,6,8,2,32
AS240586,5.583333333,5.5,10,3,32
AS248090,5.083333333,5,7,3,32
HI216412,4.5,5,6,1,32
GD766190,5.666666667,5.5,9,3,32
GD081993,5.5,5.5,9,2,32
TS913591,4.583333333,4,7,3,32
AS587750,4.833333333,5,9,1,32
HD262908,2.333333333,2,4,1,22
AS799981,5.583333333,6,8,3,32
HI272887,5.583333333,5.5,8,3,32
HI585606,4.833333333,5,7,2,32
IK559596,4.583333333,4,7,3,32
GD908843,5.083333333,5.5,7,2,32
HD272401,4.916666667,5,8,1,32
IK842365,5.166666667,5,7,3,32
HD035366,5,5,7,3,32
HI229277,5.333333333,5,8,3,32
IK911585,4.666666667,5,7,2,32
PL415606,4.333333333,5,7,1,32
OA054208,4.5,5,7,2,32
PL731207,5,4,9,3,31
HI066401,4.833333333,5,8,2,31
TS702807,4.5,4,8,3,31
TS619017,1,1,1,1,19
PL849752,5.25,5.5,7,2,31
HD625038,4.166666667,4,7,2,31
IK557821,5.416666667,5,9,3,31
TS578065,4.333333333,4.5,7,1,31
OA476198,4.25,5,7,1,31
PL391002,2,2,2,2,19
IK391344,4.75,5,7,3,31
IK027932,4.916666667,5,9,1,31
PL779205,5.25,5,8,2,31
PL130829,5.666666667,6,8,3,31
HI390909,4.75,5,7,2,31
OA829372,4.416666667,4,7,2,31
IK616996,1.5,1.5,2,1,20
IK478859,5.25,5,8,3,31
PL844948,5.166666667,5,8,3,31
GD749335,4.833333333,5,9,1,31
OA983554,5,5,8,2,31
HD858116,5.083333333,4.5,9,3,31
TS332485,5.666666667,6,7,3,31
OA515865,5.25,5,8,2,31
AS988792,5.5,5.5,7,3,31
TS717160,5,4.5,8,3,31
GD040768,4.666666667,5,7,1,31
TS722194,5,5,6,3,31
HD117235,5.5,6,8,1,31
TS938916,4.75,5.5,7,1,31
IK396673,4.666666667,5,8,3,31
TS178285,5.166666667,5,8,3,31
HD660433,4.25,4,7,1,31
HI549569,3,3,4,2,20
TS128180,3.916666667,4,6,2,31
GD886475,4.75,4.5,7,2,31
HI305974,5.166666667,5.5,7,1,31
OA576440,4.666666667,4.5,7,3,31
HI248417,1,1,1,1,20
HD430949,4.916666667,5,7,2,31
IK395179,4.916666667,5,8,1,31
PL253621,5.5,5.5,7,1,31
HI128344,4.583333333,4,7,2,31
TS600370,5.416666667,6,7,3,31
IK184226,5.25,5,8,3,31
AS475839,5.583333333,5,10,3,31
PL609859,5.166666667,5,8,3,31
HD802475,4.416666667,4.5,7,1,31
HD397050,5.083333333,5,8,3,31
OA930488,4.666666667,5,7,3,31
IK586219,5.666666667,6,8,3,31
PL550805,4.833333333,5,9,1,31
OA604390,5.916666667,6,9,4,31
PL730756,5.333333333,5,9,3,31
IK880102,5.916666667,6,8,2,31
AS342526,4.916666667,5,9,2,31
GD418230,4.5,4,8,3,31
PL705609,5.416666667,5.5,8,2,31
HD574185,4.416666667,4.5,7,2,31
AS073285,4.916666667,4.5,8,2,31
IK951548,4.75,4,8,3,31
TS887795,5.166666667,5.5,8,1,31
OA452734,5.083333333,5,8,3,31
GD085038,5.5,6,8,2,31
PL381578,5.166666667,5,8,2,31
OA396265,5.416666667,5,9,2,31
PL750322,5,4.5,8,3,31
OA952474,4.833333333,5,7,1,31
GD676928,4.75,5,8,1,31
HD944583,4.25,4,6,3,22
GD206745,5.5,5.5,8,2,31
PL984365,5.75,6,8,4,31
OA758034,4.916666667,4.5,9,2,31
PL659401,5,5,7,2,31
TS021036,5.166666667,5,8,1,31
OA568136,3,3,5,1,19
AS047907,4,4,5,3,22
AS280744,3.5,4,4,1,23
TS982240,3,3,3,3,18
OA308827,2.2,2,3,1,22
IK147368,2.5,3,3,1,23
TS381681,4.416666667,5,7,1,30
OA078433,3.6,2,7,2,22
AS934534,2.833333333,3,4,1,23
HI467357,2.4,2,5,1,22
OA422514,2.666666667,2.5,4,1,23
PL442689,2,2,2,2,18
TS076452,4.75,4.5,8,3,30
TS351797,5.166666667,5,7,3,30
HD003152,4.583333333,5,7,2,30
IK631448,5.75,6,9,3,30
PL746077,4.916666667,5,7,2,30
TS187985,5.333333333,5,9,2,30
OA008665,4.5,4,9,2,30
HD845119,5.416666667,6.5,8,2,30
AS294655,4.75,4,8,2,30
PL891875,5.416666667,5.5,8,3,30
HI150906,4.75,5,6,2,30
OA108854,4.833333333,5,7,2,30
TS526480,5.416666667,5,9,1,30
AS742617,5.416666667,6,9,2,30
OA589436,5,5,6,4,30
PL360669,4.75,5,7,2,30
IK371201,5.083333333,5.5,7,2,30
PL137718,5.416666667,6,8,1,30
PL587969,5,5,8,2,30
OA286310,4.666666667,5,7,2,30
GD883603,5.166666667,5.5,7,1,30
OA712919,5,5,7,3,30
HD048025,4.666666667,5,6,2,30
HD767334,5.083333333,5.5,7,2,30
HI155985,4.833333333,5,6,4,30
TS904692,5.666666667,5.5,8,4,30
IK874433,4.333333333,4.5,8,1,30
HD348931,5.666666667,6,8,2,30
AS024181,5.083333333,5,8,3,30
OA546013,5.333333333,5.5,7,3,30
OA386824,4.833333333,4.5,8,1,30
AS786819,5.333333333,5,9,3,30
GD620805,5.25,5,7,3,30
IK468230,5.5,5,9,3,30
HI470508,4.333333333,4.5,8,2,30
PL867163,5.083333333,5,9,2,30
IK058141,5.916666667,6,9,4,30
OA152987,6,6,9,3,30
HI994221,5.416666667,6,8,2,30
IK693082,4.75,4.5,9,2,30
OA794542,5.083333333,5,7,4,30
GD332889,4.25,4,8,1,30
TS519969,4.166666667,4,7,2,30
OA998167,5,5.5,8,2,30
HD281795,4.916666667,5.5,8,1,30
AS727718,5.083333333,5,9,2,30
TS121904,6.083333333,6,9,4,30
PL876696,5.333333333,5,8,1,30
HI896174,5.5,5,8,4,30
GD438627,5.416666667,6,8,2,30
AS988921,5.666666667,5.5,9,3,30
HD692017,4.083333333,4.5,7,2,30
HD458438,4.083333333,4,7,1,30
HI483820,6,6,9,4,30
TS791664,5.166666667,5,8,2,30
OA082783,5.583333333,6,8,3,30
OA500718,5.083333333,5.5,8,1,30
AS700549,1,1,1,1,18
TS068618,5.25,5,9,3,30
PL746909,4.583333333,4.5,8,2,29
GD029159,4.833333333,4.5,8,3,29
TS028665,4.666666667,4.5,8,3,29
AS466656,4.666666667,4.5,8,3,29
HD436260,4.666666667,5,8,1,29
AS002855,4.5,5,7,2,29
AS515861,3,2,6,2,21
IK980980,4.833333333,4.5,8,1,29
OA362502,4.833333333,5.5,8,2,29
OA038299,4.916666667,5,8,2,29
OA467198,5.75,6,9,3,29
TS365803,5.833333333,6,9,2,29
GD843695,5.583333333,6,9,3,29
TS397712,3,2.5,5,2,22
HI405733,4.583333333,4.5,8,1,29
OA396508,4.916666667,4.5,9,3,29
HD620437,5.833333333,6,9,2,29
GD648354,5.083333333,5,8,2,29
OA912932,5.5,5.5,8,3,29
IK972922,5.25,5.5,8,2,29
HD845983,5.166666667,4.5,10,3,29
HD959899,5.5,5.5,7,4,29
GD574013,5.583333333,6,7,3,29
HD982934,5.166666667,5,7,2,29
HD509061,5,4.5,9,2,29
HD875558,5.916666667,6,7,4,29
TS257517,5.666666667,6,8,2,29
OA179234,2,2,3,1,20
HI999153,5,5,9,3,29
TS344152,5.583333333,6,8,3,29
PL617565,5,5,8,3,29
OA225531,5.083333333,5,8,1,29
PL902347,5.583333333,5.5,8,3,29
PL527945,5.166666667,4,9,3,29
IK046372,4.75,5,7,3,29
OA334079,2,2,2,2,17
PL128063,2,2,2,2,17
OA116423,5.75,6,10,3,29
TS935837,5.833333333,6,9,2,29
PL650353,4.75,5,8,3,29
PL570199,5,5,7,2,29
TS957381,5,5,8,3,29
IK672859,2.5,2.5,4,1,18
IK743897,5.333333333,5.5,8,2,29
TS361500,5.5,5.5,8,3,29
HD703830,5.666666667,6,8,3,29
OA832624,5.583333333,5,9,4,29
TS003673,4.583333333,4,9,2,29
PL901751,5.25,5,7,3,29
OA124956,5.333333333,5,7,3,29
PL294980,5.666666667,5.5,8,4,29
IK460685,6,6,8,4,29
AS518169,5.5,5,9,3,29
HD109539,5.75,5.5,10,3,29
IK905330,5,5,7,4,29
IK242206,5.5,5.5,8,3,29
OA402979,5.75,6,8,3,29
AS868530,4.583333333,4.5,7,2,29
TS392587,5.75,5.5,8,4,29
OA032400,5.25,5,8,3,29
TS002058,4.75,5.5,7,1,29
AS462973,5.083333333,5.5,8,2,29
HD044222,4.583333333,4,8,3,29
TS105753,5.5,5,8,3,29
HD624279,5.416666667,5.5,7,3,29
HI777712,5.666666667,6,9,3,28
GD516585,5.916666667,6,8,5,28
GD459648,5.916666667,6,9,3,28
OA379819,5.083333333,4,9,2,28
AS383234,3,3,4,2,17
PL217190,4.916666667,5,8,2,28
AS582607,5.166666667,5,8,2,28
OA283367,5.166666667,5,8,2,28
HI505696,5,5,7,1,28
HI779743,2,2,3,1,20
OA187758,4.583333333,4,9,2,28
IK158306,5.416666667,5.5,7,4,28
HD984838,4.5,5,6,2,28
HI161247,4.75,5,7,1,28
IK323455,4.166666667,4,7,2,28
TS348223,2.5,2.5,3,2,17
AS795406,5.333333333,5.5,8,3,28
IK452806,5.833333333,6,8,4,28
AS108507,6.333333333,6,9,4,28
GD721751,5.75,6,8,3,28
AS942939,5.666666667,5,8,4,28
HD186795,5.833333333,5.5,8,3,28
HD244526,6.083333333,6,8,3,28
HD069512,4.833333333,5,7,1,28
GD306378,5.25,5,8,3,28
TS322238,5.583333333,5,9,3,28
IK077913,5.583333333,5.5,10,2,28
AS870817,5.083333333,5,8,2,28
AS467683,5.25,6,8,2,28
IK518694,5.166666667,5,8,3,28
HI106422,5.166666667,4.5,10,2,28
HI886359,4.666666667,5,9,2,28
PL759158,5.083333333,5,8,2,28
TS408289,5.083333333,5,7,2,28
OA607825,5.333333333,5,7,4,28
TS290936,5.25,5,9,2,28
GD933293,4.333333333,4.5,7,1,28
GD106268,4.75,5,6,2,28
IK023975,5.916666667,5.5,10,2,28
HI151205,4.666666667,4.5,8,2,28
IK027801,5.416666667,5,8,3,28
PL863680,5.5,5.5,8,3,28
AS931712,2.5,2.5,4,1,21
PL049709,5.25,5.5,9,1,28
HI275161,5.083333333,5,7,3,28
AS031206,5.25,5,7,4,28
GD484864,5.5,5,8,4,28
OA702752,5.583333333,5.5,8,4,28
GD411680,6,6,9,4,28
PL783702,4.166666667,4.5,6,2,28
AS311628,4.666666667,5,6,3,28
OA176831,4,4,6,3,21
HI735866,5.166666667,5,8,4,28
IK850378,5.333333333,6,7,3,28
HD666225,5.5,5.5,9,2,28
AS282618,5.5,5.5,7,3,28
AS812685,5.25,5,8,3,28
OA061841,5.083333333,5,10,2,28
TS925357,2,2,2,2,16
GD705390,2.833333333,3,4,2,21
HD155154,5.833333333,6,7,5,28
HD867363,6,6,9,3,28
GD868389,5.583333333,6,9,1,28
GD230002,5.583333333,6,7,2,28
IK276561,5.416666667,5,8,3,28
AS394423,6.083333333,6,8,4,28
IK686461,5.583333333,6,7,3,28
IK052835,3.5,3.5,6,2,21
TS695571,5.75,5.5,9,4,28
OA383490,5.166666667,5,9,2,28
PL784859,4.166666667,3.5,8,2,28
TS396028,5.416666667,5.5,8,2,28
HI529562,2.875,2.5,6,1,23
PL666665,5.416666667,5,9,3,28
GD413362,5,6,7,2,28
GD298325,5.25,5,8,4,28
TS975153,5.583333333,5.5,8,3,27
HI056567,4.75,5,8,1,27
TS749639,5.833333333,5.5,8,4,27
PL259109,5,5.5,9,1,27
HD165212,5.25,5.5,9,2,27
HD139654,5.416666667,5,10,3,27
HI795669,6.083333333,5.5,9,4,27
HI113055,4.916666667,4.5,8,3,27
GD719151,5.083333333,5.5,8,1,27
OA471356,5,5,8,2,27
GD325128,3,3,3,3,15
GD316957,5.916666667,5.5,9,3,27
IK998240,6,6,8,5,27
PL331522,5.333333333,5,9,2,27
HD188491,5.333333333,5,7,3,27
IK967528,5.416666667,5.5,7,2,27
HI297129,5.5,5,8,4,27
HI375298,4.833333333,4,7,2,27
PL381656,5.166666667,5,8,3,27
TS808526,5.75,5.5,9,3,27
HI957106,5.5,6,7,4,27
GD582469,4.416666667,4,7,1,27
OA459530,5.166666667,5,9,2,27
OA233706,5,5.5,7,2,27
HI614861,5.083333333,5,7,3,27
OA215868,3,3,4,2,16
IK174853,4.166666667,4,7,3,27
PL071673,5.5,5,8,2,27
AS335390,5.75,6,7,4,27
HD557689,5.916666667,5.5,8,3,27
HI151922,5.166666667,5.5,8,2,27
OA354722,5.333333333,6,7,2,27
TS394144,5,5,9,1,27
HI235051,3.333333333,2,6,2,17
HD749546,5.333333333,5,7,3,27
TS937124,5.25,5,9,1,27
IK990829,5.916666667,6,9,3,27
HD084175,5.333333333,5,10,2,27
OA896685,5.416666667,4.5,9,2,27
HD771279,5.083333333,5,7,3,27
HD719737,5.333333333,5.5,8,3,27
HI488259,5.75,6,8,3,27
HI527630,5.416666667,5,10,2,27
PL242307,5.916666667,6,8,3,27
HD760983,6.083333333,6,8,5,27
GD238607,5.833333333,5.5,9,4,27
TS236568,6.25,6.5,9,4,27
AS196653,5.333333333,5,9,3,27
AS499352,5.666666667,5,9,4,27
TS138606,5.75,6,9,2,27
PL564760,5.083333333,4.5,9,2,27
OA668076,4.583333333,4.5,7,3,27
PL975652,4.833333333,5,7,2,27
OA398636,5.333333333,5,9,2,27
IK703077,4.555555556,4,7,2,23
PL400427,5.5,5,10,2,27
IK907713,5.333333333,5.5,8,2,27
TS821125,5.5,5.5,7,4,27
OA818294,5.75,6,8,2,27
GD699826,5.583333333,6,7,4,27
HD113386,5.666666667,5.5,10,3,27
OA192308,6.083333333,6,8,4,27
HI109765,4.833333333,5,7,3,27
OA698422,5.666666667,6,9,2,27
GD998772,5.833333333,6,9,2,27
HD263348,5.166666667,5,8,3,27
OA072075,5.25,5,8,3,27
IK747199,4.583333333,4.5,7,2,27
PL538517,5.25,5,8,3,27
OA241119,4.833333333,4.5,8,3,27
HI615379,5.166666667,5,8,3,27
IK250912,5,5,8,2,27
HI338198,5.333333333,5,8,4,27
HI246920,5.75,6,8,4,27
AS818410,5.583333333,5.5,8,3,27
GD172600,5.416666667,5.5,9,3,26
OA134132,4,4.5,5,2,19
GD375438,3.4,3.5,6,2,23
PL215097,5.25,6,8,2,26
OA377888,5,5,8,3,26
PL210567,5.166666667,4.5,8,3,26
GD126264,5.083333333,5,7,2,26
GD174095,5.833333333,6,8,2,26
OA917517,5.083333333,5,7,3,26
HD424190,5.75,6,7,4,26
PL628468,6.083333333,6.5,9,3,26
IK743815,5.583333333,5.5,9,2,26
AS113826,4.666666667,5,8,2,26
PL500772,6,6,9,4,26
HD799859,4.75,5,7,2,26
HD853800,3.8,4,7,2,23
PL988722,6,6,8,4,26
AS098763,3.7,3,8,2,23
TS816344,5.333333333,5,9,3,26
IK526507,3,3,4,2,15
IK211207,5.916666667,6,9,2,26
HI361018,5.333333333,5.5,8,2,26
OA871608,5.916666667,6,10,4,26
AS404195,4.916666667,5.5,7,2,26
OA874597,5.083333333,5,7,2,26
OA270348,2.8,2,5,1,18
HI752359,5.333333333,5.5,8,2,26
TS882329,4.75,5,7,2,26
HI736424,2.8,2,7,1,18
HD831023,5.5,5.5,8,2,26
OA154669,3.5,4,5,1,23
HI263548,4.833333333,5,7,3,26
OA152457,5.083333333,5,9,1,26
AS454149,4.083333333,4,7,2,26
TS807008,5.5,6,8,2,26
HD285695,5.25,5.5,8,2,26
HI599892,5.583333333,5,9,3,26
GD173197,5.166666667,5,8,3,26
IK250551,6,6.5,8,2,26
OA816818,2.333333333,2.5,4,1,19
HD296847,5.583333333,5.5,8,4,26
HD907996,5.333333333,5,8,3,26
HD742096,5.583333333,5.5,9,3,26
PL338734,3.5,3.5,4,3,15
IK929378,6.333333333,6,9,4,26
PL346258,5.666666667,6,8,2,26
TS541856,5.166666667,5.5,8,2,26
GD216317,6.083333333,6.5,8,2,26
AS275753,4.75,4.5,7,3,26
HI521002,4.75,4.5,6,3,26
AS969133,6.166666667,6,8,5,26
HD788375,5.666666667,6,9,3,26
HD826767,5.166666667,5,8,4,26
IK004670,5.333333333,5,8,2,26
PL839656,5.666666667,5.5,8,2,26
AS207011,5.333333333,5.5,8,3,26
PL522022,4.833333333,5,7,2,26
AS650043,5.083333333,5,9,2,26
HD642174,5.333333333,5.5,8,2,26
OA667284,5.833333333,6,9,3,26
HD216701,5.25,5.5,8,3,26
TS044469,6.5,6.5,8,5,26
HD210141,5.833333333,5.5,8,4,26
IK913187,5,5.5,7,1,26
PL659352,5.833333333,6,8,4,26
HI628557,4.583333333,5,8,1,26
GD361244,5.416666667,5.5,9,3,26
GD691243,5.583333333,5.5,10,2,26
HI835158,5,5,8,2,26
HD200782,5.583333333,6,8,3,26
GD631254,5.083333333,5.5,8,2,26
HI648498,5.166666667,5,8,3,26
GD703449,4.5,4,7,3,26
GD100850,5.166666667,5,7,4,26
AS625761,5.833333333,6,8,3,25
HD672719,3.285714286,3,5,2,19
HI322689,6.25,7,8,4,25
HI607042,2.833333333,2,7,1,18
GD390442,3.571428571,4,7,1,19
AS321794,3.555555556,4,9,1,21
TS716955,6.416666667,6.5,9,3,25
TS341150,5.583333333,5,8,2,25
TS922944,5.333333333,5.5,7,3,25
AS158438,5.333333333,5,8,2,25
PL033359,3,3,3,3,13
HD722956,5.416666667,5.5,8,2,25
TS282078,5.416666667,6,8,2,25
OA410852,5.5,5.5,9,2,25
IK560712,6.25,7,9,3,25
AS186727,5.083333333,5,8,3,25
AS448355,2,2,2,2,13
IK341016,1,1,1,1,13
PL907890,5.75,6,9,2,25
GD106824,4.833333333,4.5,8,3,25
AS458614,5.333333333,4.5,10,3,25
HI852974,5.75,5.5,9,2,25
GD323300,5,5,8,3,25
AS071660,5.25,5.5,8,2,25
GD311895,6,6,8,4,25
HD559223,5.333333333,5,8,3,25
AS693220,5.416666667,5,8,4,25
TS258685,6.25,6,9,4,25
AS369418,5.416666667,5.5,8,3,25
PL049278,5.5,5.5,8,3,25
IK510241,6.166666667,6,9,5,25
GD025393,6.75,6.5,9,4,25
IK853515,4.833333333,5,7,2,25
HD037991,4.916666667,5.5,7,2,25
TS007439,6.166666667,6,8,5,25
TS416373,4.916666667,5,8,2,25
TS146087,5.083333333,5,7,2,25
AS194595,5.166666667,5,7,2,25
HI181600,2.666666667,2.5,5,1,18
HI630678,5.416666667,6,8,1,25
OA963366,5.666666667,5,9,2,25
IK623902,5.166666667,5.5,7,2,25
PL299549,6.416666667,6,9,4,25
AS170379,6.083333333,6,9,1,25
TS454370,3.333333333,3.5,5,1,18
HI739497,4.090909091,4,8,2,23
HD307544,5.916666667,6,8,3,25
TS532933,5.5,6,8,2,25
PL470792,5.75,5.5,10,3,25
PL635475,6.583333333,6.5,8,4,25
GD439332,5.666666667,5.5,9,4,25
PL067195,5.416666667,6,8,3,25
PL267719,5.916666667,6,9,4,25
OA501813,5,5,7,3,25
HD487976,5.5,6,8,1,25
HI636571,5.416666667,6,7,3,25
HD403941,5.5,5.5,9,2,25
PL443639,5.333333333,5,8,3,25
AS288339,5.333333333,6,8,2,25
HD044319,3.4,3.5,6,1,22
AS123220,5.333333333,6,7,3,25
HI740503,5.5,6,7,2,25
OA512978,3.6,3,7,3,22
OA423141,5.583333333,6,8,3,25
IK359438,5.25,5.5,7,2,25
TS999231,4.666666667,5,8,1,25
GD812059,5,5,7,2,25
HI557133,6.083333333,6,8,4,25
OA953933,5.583333333,6,8,3,25
HI477055,6,6,8,2,25
HI069935,5.833333333,6,8,3,25
