,A,B,"dict(A,B)",#(A)+#(B)
945,2149,2156,0.046887041983511346,2
946,2381,2489,0.046887041983511346,2
947,2760,2783,0.046887041983511346,2
948,4396,4397,0.046887041983511346,4
949,2245,2256,0.046887041983511346,2
950,0,52,0.046887041983511374,2
951,46,4203,0.046887041983511374,3
952,19,54,0.046887041983511374,2
953,23,39,0.046887041983511374,2
954,517,527,0.046887041983511374,2
955,237,289,0.046887041983511374,2
956,196,225,0.046887041983511374,2
957,980,4276,0.046887041983511374,3
958,710,743,0.046887041983511374,2
959,884,4291,0.046887041983511374,4
960,4293,4294,0.046887041983511374,4
961,1394,1418,0.046887041983511374,2
962,926,4305,0.046887041983511374,3
963,1280,1342,0.046887041983511374,2
964,997,4361,0.046887041983511374,3
965,30,55,0.04688704198351139,2
966,992,1039,0.04688704198351139,2
967,1477,1482,0.04688704198351139,2
968,1949,2000,0.04688704198351139,2
969,9,4196,0.0468870419835114,3
970,136,167,0.0468870419835114,2
971,67,102,0.0468870419835114,2
972,512,531,0.0468870419835114,2
973,581,587,0.0468870419835114,2
974,764,4304,0.0468870419835114,5
975,876,906,0.0468870419835114,2
976,1075,1092,0.0468870419835114,2
977,947,975,0.0468870419835114,2
978,1468,4330,0.0468870419835114,3
979,1914,1976,0.0468870419835114,2
980,2244,2270,0.0468870419835114,2
981,1614,1615,0.0468870419835114,2
982,2708,3646,0.048226671529410625,2
983,2884,3145,0.05114949998760207,2
984,3119,3139,0.0511494999876021,2
985,2991,3143,0.0511494999876021,2
986,3013,3179,0.0511494999876021,2
987,3000,3022,0.0511494999876021,2
988,3114,3124,0.0511494999876021,2
989,1752,2137,0.05358519083829805,2
990,3293,4401,0.05626444993009727,4
991,4654,4655,0.05626444993009727,4
992,2860,2946,0.05626444993009738,2
993,2749,2846,0.05626444993009738,2
994,3052,3172,0.05626444993009738,2
995,2355,2573,0.056264449930097715,2
996,2143,2233,0.056264449930097715,2
997,2856,3093,0.05626444993009788,2
998,2890,3193,0.05626444993009792,2
999,3294,4674,0.05626444993009794,3
1000,3479,4765,0.06251605541536986,3
1001,2752,3265,0.06251605541536998,2
1002,2966,3426,0.06251605541536998,2
1003,3130,3417,0.06251605541536998,2
1004,3147,3416,0.06251605541536998,2
1005,3354,3434,0.06251605541537009,2
1006,3372,3461,0.06251605541537009,2
1007,3120,3194,0.0625160554153702,2
1008,3239,4467,0.0625160554153702,3
1009,2652,4919,0.06251605541537031,3
1010,2427,2443,0.06251605541537031,2
1011,3252,3466,0.06251605541537042,2
1012,4419,4420,0.06251605541537042,4
1013,2420,2446,0.06251605541537048,2
1014,2922,3477,0.06251605541537048,2
1015,3430,4656,0.06251605541537053,3
1016,2945,3266,0.06251605597801446,2
1017,2317,4585,0.06430222833078436,3
1018,2854,2972,0.07033056241262203,2
1019,3392,3476,0.07033056241262203,2
1020,2983,3550,0.07033056241262203,2
1021,2353,3314,0.07033056241262203,2
1022,3024,3289,0.07033056241262203,2
1023,2976,3330,0.07033056241262203,2
1024,3531,3532,0.07033056241262203,2
1025,3552,3567,0.07033056241262203,2
1026,3528,3559,0.07033056241262203,2
1027,3572,4748,0.07033056241262203,3
1028,3491,3583,0.07033056241262203,2
1029,3566,4759,0.07033056241262203,3
1030,3495,3500,0.07033056241262203,2
1031,2658,3034,0.07144692055508656,2
1032,2459,4466,0.07144692055508672,3
1033,4193,4194,0.07222043796254107,4
1034,61,79,0.07222043796254107,2
1035,533,557,0.0722204379625413,2
1036,333,4213,0.0722204379625413,4
1037,505,595,0.0722204379625413,2
1038,250,344,0.0722204379625413,2
1039,695,759,0.0722204379625413,2
1040,164,227,0.0722204379625413,2
1041,158,209,0.0722204379625413,2
1042,146,233,0.0722204379625413,2
1043,385,487,0.0722204379625413,2
1044,623,661,0.0722204379625413,2
1045,684,722,0.0722204379625413,2
1046,243,4261,0.0722204379625413,3
1047,4273,4274,0.0722204379625413,4
1048,832,898,0.0722204379625413,2
1049,965,1049,0.0722204379625413,2
1050,692,4307,0.0722204379625413,3
1051,547,4308,0.0722204379625413,3
1052,697,760,0.0722204379625413,2
1053,954,1001,0.0722204379625413,2
1054,915,990,0.0722204379625413,2
1055,653,748,0.0722204379625413,2
1056,791,875,0.0722204379625413,2
1057,705,728,0.0722204379625413,2
1058,386,468,0.0722204379625413,2
1059,927,991,0.0722204379625413,2
1060,944,1012,0.0722204379625413,2
1061,2954,3393,0.0722204379625413,2
1062,3506,4422,0.0722204379625413,3
1063,2724,3005,0.0722204379625413,2
1064,2677,2785,0.0722204379625413,2
1065,2663,4485,0.0722204379625413,4
1066,2683,2788,0.0722204379625413,2
1067,2380,2786,0.0722204379625413,2
1068,2582,2642,0.0722204379625413,2
1069,2330,4562,0.0722204379625413,4
1070,2646,2798,0.0722204379625413,2
1071,2778,2952,0.0722204379625413,2
1072,4615,4617,0.0722204379625413,7
1073,4625,4626,0.0722204379625413,6
1074,2336,4628,0.0722204379625413,3
1075,2535,2665,0.0722204379625413,2
1076,2718,4633,0.0722204379625413,3
1077,2707,2803,0.0722204379625413,2
1078,4020,4642,0.0722204379625413,3
1079,4024,4684,0.0722204379625413,3
1080,3797,4686,0.0722204379625413,4
1081,4104,4695,0.0722204379625413,3
1082,4734,4736,0.0722204379625413,5
1083,4740,4745,0.0722204379625413,9
1084,4017,4827,0.0722204379625413,8
1085,2393,2588,0.0722204379625413,2
1086,4851,4856,0.0722204379625413,9
1087,2645,4861,0.0722204379625413,4
1088,4006,4881,0.0722204379625413,3
1089,3996,4087,0.0722204379625413,2
1090,1474,1502,0.07222043796254135,2
1091,1440,1544,0.07222043796254135,2
1092,2584,2690,0.07222043796254135,2
1093,2558,2679,0.07222043796254135,2
1094,2481,4438,0.07222043796254135,3
1095,1837,4463,0.07222043796254135,3
1096,1685,4465,0.07222043796254135,3
1097,4487,4489,0.07222043796254135,5
1098,1723,4508,0.07222043796254135,7
1099,4521,4522,0.07222043796254135,5
1100,4538,4539,0.07222043796254135,10
1101,4553,4555,0.07222043796254135,5
1102,1744,1834,0.07222043796254135,2
1103,4597,4600,0.07222043796254135,12
1104,1966,4632,0.07222043796254135,6
1105,1754,4638,0.07222043796254135,7
1106,2551,2653,0.07222043796254135,2
1107,2528,2706,0.07222043796254135,2
1108,4869,4871,0.07222043796254135,7
1109,2108,2178,0.07222043796254139,2
1110,1936,2053,0.07222043796254139,2
1111,1932,2023,0.07222043796254139,2
1112,2186,2332,0.07222043796254139,2
1113,2059,2171,0.07222043796254139,2
1114,2014,2128,0.07222043796254139,2
1115,2061,2198,0.07222043796254139,2
1116,2031,2165,0.07222043796254139,2
1117,2148,2230,0.07222043796254139,2
1118,1423,1583,0.07222043796254139,2
1119,1072,4648,0.07222043796254139,3
1120,989,1024,0.07222043796254139,2
1121,1101,4234,0.0722204379625414,3
1122,1128,1161,0.0722204379625414,2
1123,1216,1314,0.0722204379625414,2
1124,1241,4281,0.0722204379625414,3
1125,1335,1379,0.0722204379625414,2
1126,1006,1091,0.0722204379625414,2
1127,1100,1158,0.0722204379625414,2
1128,1141,1202,0.0722204379625414,2
1129,1416,4295,0.0722204379625414,3
1130,1401,1431,0.0722204379625414,2
1131,1371,1455,0.0722204379625414,2
1132,1106,1184,0.0722204379625414,2
1133,1320,1366,0.0722204379625414,2
1134,1538,4315,0.0722204379625414,3
1135,1537,1609,0.0722204379625414,2
1136,1213,1313,0.0722204379625414,2
1137,1417,4328,0.0722204379625414,3
1138,1503,1638,0.0722204379625414,2
1139,1652,4331,0.0722204379625414,3
1140,1389,4332,0.0722204379625414,3
1141,1536,1643,0.0722204379625414,2
1142,1661,1705,0.0722204379625414,2
1143,1154,1263,0.0722204379625414,2
1144,1179,1207,0.0722204379625414,2
1145,1262,1334,0.0722204379625414,2
1146,1243,1289,0.0722204379625414,2
1147,1301,1357,0.0722204379625414,2
1148,1275,1410,0.0722204379625414,2
1149,1103,1139,0.0722204379625414,2
1150,1791,1890,0.0722204379625414,2
1151,1789,4345,0.0722204379625414,3
1152,1398,1456,0.0722204379625414,2
1153,1516,1684,0.0722204379625414,2
1154,2292,2442,0.0722204379625414,2
1155,2374,2503,0.0722204379625414,2
1156,1022,1093,0.0722204379625414,2
1157,1076,1142,0.0722204379625414,2
1158,1717,1870,0.0722204379625414,2
1159,1708,1844,0.0722204379625414,2
1160,1770,1877,0.0722204379625414,2
1161,2314,2434,0.0722204379625414,2
1162,2282,2486,0.0722204379625414,2
1163,2676,2805,0.0722204379625414,2
1164,2631,2747,0.0722204379625414,2
1165,2269,2483,0.0722204379625414,2
1166,2628,2759,0.0722204379625414,2
1167,2289,4394,0.0722204379625414,3
1168,2273,2376,0.0722204379625414,2
1169,2194,4409,0.0722204379625414,3
1170,3544,4410,0.0722204379625414,3
1171,837,4411,0.0722204379625414,3
1172,3142,3636,0.0722204379625414,2
1173,2731,3188,0.0722204379625414,2
1174,2076,2200,0.0722204379625414,2
1175,1994,2093,0.0722204379625414,2
1176,2098,4486,0.0722204379625414,3
1177,2364,4493,0.0722204379625414,6
1178,2438,4496,0.0722204379625414,5
1179,2414,2686,0.0722204379625414,2
1180,2597,2682,0.0722204379625414,2
1181,2347,2605,0.0722204379625414,2
1182,4524,4525,0.0722204379625414,5
1183,847,4529,0.0722204379625414,4
1184,1298,4540,0.0722204379625414,3
1185,2203,4542,0.0722204379625414,3
1186,2237,2412,0.0722204379625414,2
1187,4545,4550,0.0722204379625414,9
1188,4556,4557,0.0722204379625414,4
1189,2094,2485,0.0722204379625414,2
1190,1918,2084,0.0722204379625414,2
1191,1670,1786,0.0722204379625414,2
1192,4590,4602,0.0722204379625414,9
1193,4606,4607,0.0722204379625414,7
1194,4619,4620,0.0722204379625414,5
1195,2139,2251,0.0722204379625414,2
1196,1531,2107,0.0722204379625414,2
1197,3678,4662,0.0722204379625414,4
1198,1979,4849,0.0722204379625414,3
1199,4858,4859,0.0722204379625414,5
1200,2099,4863,0.0722204379625414,4
1201,72,134,0.07222043796254152,2
1202,192,301,0.07222043796254152,2
1203,347,388,0.07222043796254152,2
1204,317,382,0.07222043796254152,2
1205,116,162,0.07222043796254152,2
1206,112,4219,0.07222043796254152,3
1207,74,173,0.07222043796254152,2
1208,357,396,0.07222043796254152,2
1209,408,4227,0.07222043796254152,3
1210,476,493,0.07222043796254152,2
1211,712,781,0.07222043796254152,2
1212,576,616,0.07222043796254152,2
1213,470,4255,0.07222043796254152,3
1214,115,4257,0.07222043796254152,3
1215,404,4258,0.07222043796254152,3
1216,583,638,0.07222043796254152,2
1217,426,514,0.07222043796254152,2
1218,438,535,0.07222043796254152,2
1219,738,815,0.07222043796254152,2
1220,574,649,0.07222043796254152,2
1221,316,4312,0.07222043796254152,3
1222,217,265,0.07222043796254152,2
1223,713,4337,0.07222043796254152,3
1224,580,621,0.07222043796254152,2
1225,571,608,0.07222043796254152,2
1226,582,617,0.07222043796254152,2
1227,746,820,0.07222043796254152,2
1228,4082,4639,0.07222043796254152,3
1229,2793,4649,0.07222043796254152,3
1230,4677,4680,0.07222043796254152,7
1231,3099,4700,0.07222043796254152,7
1232,3458,4771,0.07222043796254152,4
1233,4038,4074,0.07222043796254152,2
1234,4781,4786,0.07222043796254152,9
1235,4787,4800,0.07222043796254152,16
1236,4055,4848,0.07222043796254152,6
1237,3004,3299,0.07240134233849208,2
1238,2818,2873,0.07249051131454917,2
1239,3132,3164,0.07249051131454917,2
1240,3328,3382,0.07249051131454917,2
1241,2236,2268,0.07272183896217721,2
1242,2538,2541,0.0729159677655264,2
1243,3563,3627,0.0729159677655264,2
1244,3503,3639,0.07291596776552646,2
1245,1540,1790,0.07294136351315515,2
1246,3244,4651,0.07329476068639046,3
1247,2927,3158,0.0733437701676837,2
1248,2950,3011,0.0733437701676837,2
1249,3727,4671,0.07345238220660257,3
1250,3672,3698,0.07345238220660257,2
1251,2424,4510,0.07345238220660269,3
1252,2910,4406,0.07345238220660277,3
1253,3118,3245,0.07345238220660277,2
1254,2986,3582,0.07345238220660277,2
1255,3312,4424,0.07345238220660277,3
1256,3450,3526,0.07345238220660277,2
1257,3663,3721,0.07345238220660277,2
1258,2957,2971,0.0738326220293538,2
1259,3102,3242,0.07383262202935381,2
1260,3071,3452,0.07389220349902743,2
1261,2913,3110,0.07420571735955037,2
1262,2816,3713,0.07461591519101461,2
1263,3192,3453,0.0746159151910147,2
1264,1937,4921,0.0746159151910147,3
1265,3117,3159,0.07461591519101471,2
1266,2277,2629,0.07461591519101472,2
1267,2934,3028,0.07461591519101472,2
1268,3773,4758,0.07461591519101475,3
1269,2827,3366,0.07496384756820644,2
1270,2680,2999,0.07496384756820644,2
1271,1853,4930,0.07501926638591527,3
1272,1842,2104,0.07501926638591527,2
1273,2119,4934,0.07501926638591527,3
1274,3031,3248,0.07506260764274787,2
1275,2858,3170,0.07529943849302405,2
1276,2430,2775,0.0757138427810358,2
1277,1772,2493,0.07593016749614187,2
1278,3291,4653,0.07642717316371925,3
1279,2961,3009,0.07642717316371926,2
1280,2981,3154,0.07642717316371929,2
1281,2944,3622,0.07703009021574671,2
1282,3590,4423,0.07703009021574674,3
1283,2920,2996,0.07703009021574674,2
1284,1848,2138,0.07703009021574675,2
1285,3594,3740,0.07703009021574711,2
1286,3746,4646,0.07750621743437994,3
1287,3804,3901,0.07750621743437994,2
1288,3774,4664,0.07750621743437994,4
1289,2735,2909,0.07750621743438006,2
1290,4753,4756,0.0775062174343801,6
1291,3798,3818,0.0775062174343801,2
1292,2985,3753,0.07750621743438015,2
1293,3767,3861,0.07750621743438019,2
1294,3777,3941,0.07750621743438019,2
1295,3946,4829,0.07750621743438026,3
1296,3015,3230,0.07847069108239459,2
1297,2500,4922,0.07869470082596758,5
1298,3277,4425,0.08037778513215871,3
1299,3308,3410,0.08037778513215871,2
1300,3624,3626,0.08037778513215876,2
1301,3661,4757,0.08037778513215876,3
1302,3593,3599,0.08037778569480225,2
1303,3600,3601,0.08037778569480225,2
1304,2534,2536,0.0803777856948027,2
1305,3597,3611,0.0803777856948027,2
1306,3123,3414,0.08037778569480276,2
1307,3236,3329,0.0803777856948028,2
1308,3295,3449,0.0803777856948028,2
1309,3538,3619,0.08037778569480325,2
1310,2968,3229,0.08037778569480325,2
1311,2921,3209,0.08037778569480325,2
1312,3591,4738,0.08037778569480336,4
1313,3079,3326,0.08060871313071259,2
1314,2903,3152,0.08138036779762108,2
1315,3296,3465,0.08138036779762112,2
1316,2272,2592,0.08138036779762117,2
1317,2365,4937,0.08138036779762117,3
1318,2563,4939,0.08138036779762117,3
1319,2437,2673,0.08138036779762117,2
1320,2465,4940,0.08138036779762117,3
1321,3686,3745,0.08138036779762127,2
1322,3220,3391,0.08138036779762127,2
1323,3558,4432,0.08138036779762133,3
1324,3097,3409,0.08138036779762133,2
1325,3472,5216,0.08211245097904366,3
1326,1962,5224,0.08264949331477571,4
1327,3051,3362,0.08264949331477574,2
1328,3734,5490,0.08264949331477577,4
1329,3153,5491,0.08264949331477577,3
1330,3603,3714,0.08264949331477577,2
1331,3511,3659,0.08264949331477577,2
1332,2695,5213,0.08364503178814967,3
1333,2889,5179,0.08386087747546471,3
1334,3234,3381,0.08444428752009417,2
1335,3261,3429,0.08444428752009417,2
1336,2940,3195,0.08444428752009417,2
1337,3423,5183,0.08444428752009417,5
1338,3140,3204,0.0844442875200942,2
1339,3036,4675,0.08564444790736095,3
1340,3040,3325,0.08564444790736132,2
1341,4946,4947,0.08610566945737821,4
1342,57,4952,0.08610566945737821,3
1343,27,71,0.08610566945737824,2
1344,4209,5034,0.08610566945737824,6
1345,18,5075,0.08610566945737828,3
1346,163,222,0.08610566945737841,2
1347,4953,4954,0.08610566945737841,6
1348,133,220,0.08610566945737841,2
1349,285,311,0.08610566945737841,2
1350,242,4956,0.08610566945737841,3
1351,4958,4959,0.08610566945737841,5
1352,413,429,0.08610566945737841,2
1353,854,4960,0.08610566945737841,3
1354,422,450,0.08610566945737841,2
1355,711,4965,0.08610566945737841,3
1356,4335,4966,0.08610566945737841,5
1357,4339,4955,0.08610566945737841,4
1358,984,994,0.08610566945737841,2
1359,836,4979,0.08610566945737842,4
1360,421,433,0.08610566945737842,2
1361,459,4981,0.08610566945737842,3
1362,4252,4254,0.08610566945737842,4
1363,1026,4992,0.08610566945737842,3
1364,774,893,0.08610566945737842,2
1365,131,204,0.08610566945737844,2
1366,303,338,0.08610566945737844,2
1367,432,5035,0.08610566945737844,3
1368,963,1046,0.08610566945737844,2
1369,381,430,0.08610566945737844,2
1370,4242,5039,0.08610566945737844,5
1371,955,1023,0.08610566945737844,2
1372,636,4249,0.08610566945737844,3
1373,392,4256,0.08610566945737844,3
1374,249,356,0.08610566945737844,2
1375,816,883,0.08610566945737844,2
1376,4275,5045,0.08610566945737844,4
1377,4282,5047,0.08610566945737844,5
1378,913,987,0.08610566945737844,2
1379,1000,4306,0.08610566945737844,3
1380,501,570,0.08610566945737844,2
1381,895,5065,0.08610566945737844,4
1382,2896,3257,0.08610566945737844,2
1383,3723,3886,0.08610566945737844,2
1384,4568,4569,0.08610566945737844,4
1385,4576,4578,0.08610566945737844,5
1386,2666,4968,0.08610566945737845,4
1387,1436,1530,0.08610566945737845,2
1388,1424,1529,0.08610566945737845,2
1389,2513,2656,0.08610566945737845,2
1390,293,312,0.08610566945737846,2
1391,643,5074,0.08610566945737846,3
1392,628,658,0.08610566945737846,2
1393,4264,5080,0.08610566945737846,4
1394,1457,4989,0.08610566945737846,5
1395,1445,4302,0.08610566945737846,3
1396,1480,1508,0.08610566945737846,2
1397,1494,5023,0.08610566945737846,3
1398,677,752,0.08610566945737846,2
1399,1430,1567,0.08610566945737846,2
1400,817,5085,0.08610566945737846,3
1401,1509,5056,0.08610566945737848,3
1402,1580,5058,0.08610566945737848,3
1403,2036,2205,0.08610566945737849,2
1404,1988,4971,0.08610566945737849,3
1405,1957,4972,0.08610566945737849,4
1406,1927,2032,0.08610566945737849,2
1407,1910,2033,0.08610566945737849,2
1408,1858,1891,0.08610566945737849,2
1409,2054,2154,0.0861056694573785,2
1410,1392,1449,0.0861056694573785,2
1411,1599,1765,0.0861056694573785,2
1412,1738,1843,0.0861056694573785,2
1413,2346,4969,0.0861056694573785,3
1414,2028,5002,0.0861056694573785,3
1415,1795,2006,0.0861056694573785,2
1416,2058,4373,0.0861056694573785,3
1417,2262,4381,0.0861056694573785,3
1418,2298,2339,0.0861056694573785,2
1419,2329,2435,0.0861056694573785,2
1420,4384,4973,0.0861056694573785,5
1421,2382,2507,0.0861056694573785,2
1422,2596,2630,0.0861056694573785,2
1423,2734,3191,0.0861056694573785,2
1424,153,218,0.08610566945737852,2
1425,1191,5009,0.08610566945737852,4
1426,1195,4269,0.08610566945737852,3
1427,1127,5012,0.08610566945737852,4
1428,1329,5015,0.08610566945737852,5
1429,1377,1433,0.08610566945737852,2
1430,1382,5016,0.08610566945737852,3
1431,1331,1393,0.08610566945737852,2
1432,1077,4991,0.08610566945737852,3
1433,1295,5017,0.08610566945737852,3
1434,1238,4993,0.08610566945737852,5
1435,4327,5021,0.08610566945737852,7
1436,1611,4994,0.08610566945737852,4
1437,1732,4995,0.08610566945737852,3
1438,1701,1808,0.08610566945737852,2
1439,1196,1252,0.08610566945737852,2
1440,1214,1346,0.08610566945737852,2
1441,1098,4996,0.08610566945737852,3
1442,1153,1208,0.08610566945737852,2
1443,1014,1090,0.08610566945737852,2
1444,5061,5062,0.08610566945737852,7
1445,1265,1318,0.08610566945737852,2
1446,1762,5028,0.08610566945737852,3
1447,1733,5027,0.08610566945737852,3
1448,707,5103,0.08610566945737852,3
1449,1829,5000,0.08610566945737852,3
1450,1906,5068,0.08610566945737852,3
1451,1359,4363,0.08610566945737852,3
1452,2175,4365,0.08610566945737852,3
1453,1689,1760,0.08610566945737852,2
1454,1683,4371,0.08610566945737852,3
1455,1953,2016,0.08610566945737852,2
1456,1113,1186,0.08610566945737853,2
1457,1116,1193,0.08610566945737853,2
1458,1172,1230,0.08610566945737853,2
1459,4310,5053,0.08610566945737853,4
1460,1325,5054,0.08610566945737853,4
1461,1073,1133,0.08610566945737853,2
1462,1356,1475,0.08610566945737853,2
1463,1038,5057,0.08610566945737853,3
1464,5059,5060,0.08610566945737853,5
1465,1617,1778,0.08610566945737853,2
1466,1305,1380,0.08610566945737853,2
1467,1309,5070,0.08610566945737853,3
1468,2491,4367,0.08610566945737853,3
1469,1542,1600,0.08610566945737853,2
1470,1651,1736,0.08610566945737853,2
1471,1809,1923,0.08610566945737855,2
1472,2051,2166,0.08610566945737855,2
1473,2176,2304,0.08610566945737855,2
1474,2218,2260,0.08610566945737855,2
1475,2151,5091,0.08610566945737855,4
1476,1985,2019,0.08610566945737855,2
1477,1785,1867,0.08610566945737856,2
1478,2291,2369,0.08610566945737856,2
1479,2356,4388,0.08610566945737856,3
1480,2687,2726,0.08610566945737856,2
1481,169,4948,0.08610566945737859,3
1482,515,4197,0.08610566945737859,3
1483,299,335,0.08610566945737859,2
1484,560,5105,0.08610566945737859,5
1485,700,740,0.08610566945737859,2
1486,277,4951,0.08610566945737859,3
1487,320,418,0.08610566945737859,2
1488,871,961,0.08610566945737859,2
1489,741,834,0.0861056694573786,2
1490,4987,4988,0.0861056694573786,7
1491,4211,5033,0.08610566945737862,4
1492,445,540,0.08610566945737862,2
1493,64,175,0.08610566945737862,2
1494,4239,4240,0.08610566945737862,4
1495,360,384,0.08610566945737862,2
1496,186,275,0.08610566945737862,2
1497,614,5049,0.08610566945737862,3
1498,744,782,0.08610566945737862,2
1499,835,5051,0.08610566945737862,3
1500,627,5071,0.08610566945737864,3
1501,252,5077,0.08610566945737864,3
1502,3983,4717,0.08610566945737864,5
1503,4721,4723,0.08610566945737864,5
1504,4928,5107,0.08610566945737869,5
1505,2132,5508,0.08610566945737869,3
1506,2071,2153,0.08610566945737869,2
1507,550,596,0.08610566945737877,2
1508,899,932,0.08610566945737877,2
1509,3935,3975,0.08610566945737877,2
1510,2639,2768,0.08610566976375454,2
1511,315,5109,0.08610566976375475,3
1512,28,5116,0.0861056697637548,3
1513,51,122,0.0861056697637548,2
1514,69,5143,0.08610566976375483,4
1515,5161,5163,0.08610566976375483,5
1516,109,5157,0.08610566976375483,3
1517,105,180,0.08610566976375494,2
1518,448,5115,0.086105669763755,3
1519,398,4207,0.086105669763755,3
1520,139,5119,0.086105669763755,4
1521,321,5121,0.086105669763755,3
1522,679,762,0.086105669763755,2
1523,286,322,0.086105669763755,2
1524,519,569,0.08610566976375501,2
1525,670,5150,0.08610566976375501,3
1526,972,5156,0.08610566976375501,4
1527,228,5162,0.08610566976375503,3
1528,380,446,0.08610566976375503,2
1529,590,5164,0.08610566976375503,3
1530,735,4246,0.08610566976375503,5
1531,974,4266,0.08610566976375503,3
1532,5166,5167,0.08610566976375503,7
1533,1520,5159,0.08610566976375507,3
1534,1525,1603,0.08610566976375508,2
1535,1862,1974,0.08610566976375508,2
1536,2129,2185,0.08610566976375508,2
1537,2373,2556,0.08610566976375508,2
1538,2286,5137,0.08610566976375508,3
1539,2017,2197,0.08610566976375508,2
1540,1841,5160,0.0861056697637551,3
1541,1149,5152,0.08610566976375511,5
1542,1303,5153,0.08610566976375511,3
1543,1584,1645,0.08610566976375511,2
1544,1051,1078,0.08610566976375511,2
1545,1625,1780,0.08610566976375511,2
1546,1047,1129,0.08610566976375511,2
1547,1132,1236,0.08610566976375512,2
1548,1506,1639,0.08610566976375512,2
1549,1218,1302,0.08610566976375512,2
1550,1545,1646,0.08610566976375512,2
1551,1413,1487,0.08610566976375512,2
1552,1759,5173,0.08610566976375512,3
1553,1144,1197,0.08610566976375512,2
1554,1337,1368,0.08610566976375512,2
1555,110,148,0.08610566976375518,2
1556,4220,4221,0.08610566976375518,4
1557,472,525,0.08610566976375518,2
1558,532,5120,0.08610566976375518,4
1559,889,960,0.08610566976375518,2
1560,4217,5146,0.0861056697637552,4
1561,203,5147,0.0861056697637552,3
1562,4250,5148,0.0861056697637552,4
1563,5151,5154,0.0861056697637552,7
1564,879,942,0.0861056697637552,2
1565,586,612,0.08610566976375521,2
1566,856,957,0.08610566976375521,2
1567,2817,3206,0.08797419505185089,2
1568,1061,1921,0.08849894354444562,2
1569,1565,1610,0.08849894354444564,2
1570,3112,3338,0.08849894354444576,2
1571,4421,5204,0.09059829501067358,6
1572,3586,5207,0.09059829501067358,4
1573,4412,4413,0.09155042318546495,4
1574,3146,3628,0.09155042318546498,2
1575,2723,5185,0.091550423185465,3
1576,2702,2829,0.091550423185465,2
1577,2987,3003,0.09155042318546504,2
1578,3415,4451,0.09155042318546512,4
1579,3363,3850,0.09155042318546512,2
1580,2729,4944,0.0915504231854652,3
1581,2566,2578,0.0915504231854652,2
1582,2542,4512,0.0915504231854652,3
1583,2504,2919,0.09190079586580202,2
1584,1355,5623,0.09377408284173266,3
1585,1399,1407,0.09377408284173266,2
1586,1677,5004,0.09377408284173266,3
1587,1222,1270,0.09377408284173268,2
1588,1390,4316,0.09377408284173268,3
1589,452,460,0.09377408284173269,2
1590,699,706,0.09377408284173269,2
1591,389,5553,0.09377408284173269,4
1592,610,4984,0.09377408284173269,4
1593,166,172,0.09377408284173272,2
1594,266,304,0.09377408284173272,2
1595,36,49,0.09377408284173272,2
1596,949,4961,0.09377408284173272,4
1597,4287,5689,0.09377408284173272,5
1598,917,4963,0.09377408284173272,3
1599,4313,5572,0.09377408284173272,4
1600,324,5679,0.09377408284173272,3
1601,4321,5653,0.09377408284173272,4
1602,2157,2208,0.09377408284173272,2
1603,1975,4377,0.09377408284173272,4
1604,2572,5581,0.09377408284173272,3
1605,2457,5610,0.09377408284173272,3
1606,1960,1980,0.09377408284173272,2
1607,2384,2490,0.09377408284173272,2
1608,2880,3166,0.09377408284173272,2
1609,2764,5097,0.09377408284173283,3
1610,2461,2484,0.09377408284173283,2
1611,3680,4749,0.09377408284173283,3
1612,213,4949,0.09377408284173294,4
1613,3108,3228,0.09377408284173316,2
1614,3717,3732,0.09377408284173372,2
1615,2730,2776,0.0937740834043772,2
1616,2453,2456,0.09377408340437743,2
1617,157,5538,0.09377408340437765,3
1618,1464,5602,0.09377408340437765,3
1619,2839,2948,0.09377408340437765,2
1620,12,48,0.0937740834043777,2
1621,618,4982,0.0937740834043777,4
1622,98,4957,0.0937740834043777,3
1623,1087,1097,0.0937740834043777,2
1624,2004,4375,0.0937740834043777,3
1625,1524,1582,0.0937740834043777,2
1626,2906,3620,0.0937740834043777,2
1627,3187,3705,0.0937740834043777,2
1628,323,343,0.09377408340437772,2
1629,933,943,0.09377408340437772,2
1630,497,500,0.09377408340437773,2
1631,193,4215,0.09377408340437773,3
1632,778,5007,0.09377408340437773,3
1633,246,292,0.09377408340437773,2
1634,1155,5650,0.09377408340437773,3
1635,194,207,0.09377408340437773,2
1636,1514,1569,0.09377408340437773,2
1637,824,839,0.09377408340437773,2
1638,2015,2021,0.09377408340437773,2
1639,860,864,0.09377408340437773,2
1640,1734,5641,0.09377408340437773,4
1641,2315,4360,0.09377408340437773,3
1642,1459,5651,0.09377408340437773,5
1643,1310,5029,0.09377408340437773,3
1644,1284,1292,0.09377408340437773,2
1645,1945,5003,0.09377408340437773,3
1646,1695,5646,0.09377408340437773,4
1647,2318,2324,0.09377408340437773,2
1648,911,912,0.09377408340437776,2
1649,732,5691,0.09377408340437776,4
1650,689,5590,0.09377408340437776,3
1651,1364,1412,0.09377408340437776,2
1652,2626,2640,0.09377408340437776,2
1653,2242,2280,0.09377408340437776,2
1654,2546,5671,0.09377408340437776,4
1655,2328,5667,0.09377408340437776,5
1656,2048,2060,0.09377408340437776,2
1657,2288,2311,0.09377408340437776,2
1658,1618,1629,0.09377408340437776,2
1659,3637,3725,0.09377408340437776,2
1660,1964,2425,0.09407376167782946,2
