,A,B,"dict(A,B)",#(A)+#(B)
944,5124,5127,0.0468870419835109,6
945,240,264,0.0468870419835109,2
946,2781,2784,0.046887041983511235,2
947,2744,2806,0.046887041983511235,2
948,2722,2753,0.046887041983511235,2
949,4273,5091,0.046887041983511346,6
950,532,5092,0.046887041983511346,4
951,577,4275,0.046887041983511346,3
952,261,262,0.046887041983511346,2
953,845,878,0.046887041983511346,2
954,8,59,0.046887041983511346,2
955,107,128,0.046887041983511346,2
956,377,420,0.046887041983511346,2
957,190,4389,0.046887041983511346,3
958,481,4390,0.046887041983511346,3
959,841,908,0.046887041983511346,2
960,823,5098,0.046887041983511346,6
961,598,601,0.046887041983511346,2
962,2190,4461,0.046887041983511346,3
963,2187,2207,0.046887041983511346,2
964,4471,5075,0.046887041983511346,6
965,1757,1788,0.046887041983511346,2
966,1571,1572,0.046887041983511346,2
967,2031,5105,0.046887041983511346,5
968,1905,1997,0.046887041983511346,2
969,1803,1824,0.046887041983511346,2
970,2328,5108,0.046887041983511346,4
971,2431,2478,0.046887041983511346,2
972,2149,2156,0.046887041983511346,2
973,2760,2783,0.046887041983511346,2
974,2381,2489,0.046887041983511346,2
975,2245,2256,0.046887041983511346,2
976,4515,4516,0.046887041983511346,4
977,993,1033,0.046887041983511346,2
978,100,4699,0.046887041983511346,3
979,187,210,0.046887041983511346,2
980,0,52,0.046887041983511374,2
981,623,5036,0.046887041983511374,5
982,4198,4199,0.046887041983511374,4
983,1418,5011,0.046887041983511374,6
984,710,743,0.046887041983511374,2
985,46,4232,0.046887041983511374,3
986,196,225,0.046887041983511374,2
987,392,4983,0.046887041983511374,4
988,884,4248,0.046887041983511374,4
989,926,4249,0.046887041983511374,3
990,1077,5049,0.046887041983511374,4
991,1459,5050,0.046887041983511374,3
992,23,39,0.046887041983511374,2
993,4985,5056,0.046887041983511374,5
994,237,289,0.046887041983511374,2
995,618,4987,0.046887041983511374,4
996,951,5061,0.046887041983511374,8
997,980,5188,0.046887041983511374,9
998,4422,5066,0.046887041983511374,5
999,517,527,0.046887041983511374,2
1000,4428,5024,0.046887041983511374,7
1001,1509,5027,0.046887041983511374,3
1002,1280,1342,0.046887041983511374,2
1003,19,54,0.046887041983511374,2
1004,997,4718,0.046887041983511374,3
1005,1480,5012,0.04688704198351139,3
1006,1949,2000,0.04688704198351139,2
1007,1310,5014,0.04688704198351139,3
1008,1477,1482,0.04688704198351139,2
1009,30,55,0.04688704198351139,2
1010,778,5023,0.04688704198351139,3
1011,992,1039,0.04688704198351139,2
1012,581,587,0.0468870419835114,2
1013,4239,5045,0.0468870419835114,5
1014,574,5047,0.0468870419835114,5
1015,1075,5182,0.0468870419835114,5
1016,4250,5088,0.0468870419835114,5
1017,876,906,0.0468870419835114,2
1018,764,4253,0.0468870419835114,5
1019,732,5052,0.0468870419835114,3
1020,113,4959,0.0468870419835114,3
1021,136,167,0.0468870419835114,2
1022,67,102,0.0468870419835114,2
1023,9,4413,0.0468870419835114,3
1024,512,531,0.0468870419835114,2
1025,1945,4990,0.0468870419835114,3
1026,947,975,0.0468870419835114,2
1027,1161,4995,0.0468870419835114,3
1028,4445,4996,0.0468870419835114,5
1029,1503,5068,0.0468870419835114,3
1030,1468,4446,0.0468870419835114,3
1031,1914,1976,0.0468870419835114,2
1032,1734,4999,0.0468870419835114,3
1033,1614,1615,0.0468870419835114,2
1034,4472,5156,0.0468870419835114,8
1035,1789,5076,0.0468870419835114,4
1036,2244,2270,0.0468870419835114,2
1037,98,4974,0.0468870419835114,3
1038,2708,3646,0.048226671529410625,2
1039,2652,4919,0.051149499987601876,3
1040,2884,3145,0.05114949998760207,2
1041,3119,3139,0.0511494999876021,2
1042,2991,3143,0.0511494999876021,2
1043,3114,3124,0.0511494999876021,2
1044,3000,3022,0.0511494999876021,2
1045,3013,3179,0.0511494999876021,2
1046,1752,2137,0.05358519083829805,2
1047,3293,4520,0.05626444993009727,4
1048,4521,4522,0.05626444993009727,4
1049,2749,2846,0.05626444993009738,2
1050,2860,2946,0.05626444993009738,2
1051,3052,3172,0.05626444993009738,2
1052,2355,2573,0.056264449930097715,2
1053,2143,2233,0.056264449930097715,2
1054,2856,3093,0.05626444993009788,2
1055,2890,3193,0.05626444993009792,2
1056,3340,5241,0.05626444993009794,3
1057,3299,5240,0.05626444993009794,5
1058,3294,4569,0.05626444993009794,3
1059,3092,5242,0.05626444993009794,3
1060,3090,5243,0.05626444993009794,3
1061,2810,4944,0.05683277770148587,3
1062,3479,4617,0.06251605541536986,3
1063,2966,3426,0.06251605541536998,2
1064,3147,3416,0.06251605541536998,2
1065,3130,3417,0.06251605541536998,2
1066,2752,3265,0.06251605541536998,2
1067,3372,3461,0.06251605541537009,2
1068,3354,3434,0.06251605541537009,2
1069,3120,3194,0.0625160554153702,2
1070,3239,5261,0.0625160554153702,3
1071,4719,5262,0.0625160554153702,5
1072,2427,2443,0.06251605541537031,2
1073,3064,5256,0.06251605541537042,3
1074,3252,3466,0.06251605541537042,2
1075,4727,4728,0.06251605541537042,4
1076,2922,3477,0.06251605541537048,2
1077,2420,2446,0.06251605541537048,2
1078,2848,5255,0.06251605541537048,3
1079,3430,4547,0.06251605541537053,3
1080,2945,3266,0.06251605597801446,2
1081,2767,5244,0.06430222833078436,3
1082,2317,4749,0.06430222833078436,3
1083,3392,3539,0.07033056241262203,2
1084,3476,5275,0.07033056241262203,3
1085,2854,2972,0.07033056241262203,2
1086,3566,4530,0.07033056241262203,3
1087,3509,5278,0.07033056241262203,4
1088,3572,4538,0.07033056241262203,3
1089,3531,3532,0.07033056241262203,2
1090,3552,3567,0.07033056241262203,2
1091,3528,3559,0.07033056241262203,2
1092,3491,3583,0.07033056241262203,2
1093,3495,3500,0.07033056241262203,2
1094,2976,3330,0.07033056241262203,2
1095,2999,3289,0.07033056241262203,2
1096,3024,5287,0.07033056241262203,3
1097,2983,3550,0.07033056241262203,2
1098,2353,3314,0.07033056241262203,2
1099,2658,3034,0.07144692055508656,2
1100,2459,4744,0.07144692055508672,3
1101,61,79,0.07222043796254107,2
1102,69,5177,0.07222043796254107,4
1103,4235,5042,0.07222043796254107,6
1104,4260,4261,0.07222043796254107,4
1105,28,5147,0.07222043796254107,3
1106,4960,5212,0.07222043796254107,5
1107,5184,5185,0.07222043796254107,7
1108,5214,5215,0.07222043796254107,5
1109,5021,5201,0.07222043796254107,5
1110,18,5122,0.07222043796254107,3
1111,57,4976,0.07222043796254107,3
1112,432,5035,0.0722204379625413,3
1113,661,5173,0.0722204379625413,6
1114,684,5305,0.0722204379625413,7
1115,722,5306,0.0722204379625413,8
1116,4193,5037,0.0722204379625413,5
1117,1006,5038,0.0722204379625413,3
1118,832,898,0.0722204379625413,2
1119,670,5176,0.0722204379625413,3
1120,965,1049,0.0722204379625413,2
1121,4209,5086,0.0722204379625413,4
1122,162,4946,0.0722204379625413,3
1123,2778,2952,0.0722204379625413,2
1124,5044,5178,0.0722204379625413,6
1125,227,5316,0.0722204379625413,7
1126,470,5179,0.0722204379625413,5
1127,782,5180,0.0722204379625413,5
1128,4984,5181,0.0722204379625413,5
1129,5209,5210,0.0722204379625413,7
1130,4949,4950,0.0722204379625413,5
1131,243,4264,0.0722204379625413,3
1132,692,4265,0.0722204379625413,3
1133,547,4266,0.0722204379625413,3
1134,915,990,0.0722204379625413,2
1135,5090,5141,0.0722204379625413,10
1136,580,5142,0.0722204379625413,5
1137,321,5144,0.0722204379625413,3
1138,4276,4953,0.0722204379625413,4
1139,697,760,0.0722204379625413,2
1140,4954,5145,0.0722204379625413,4
1141,954,1001,0.0722204379625413,2
1142,927,991,0.0722204379625413,2
1143,386,468,0.0722204379625413,2
1144,315,5137,0.0722204379625413,3
1145,448,5148,0.0722204379625413,3
1146,643,5094,0.0722204379625413,3
1147,533,557,0.0722204379625413,2
1148,817,5095,0.0722204379625413,3
1149,2954,3393,0.0722204379625413,2
1150,707,5125,0.0722204379625413,3
1151,2663,4312,0.0722204379625413,4
1152,2683,2788,0.0722204379625413,2
1153,2380,2786,0.0722204379625413,2
1154,4380,4382,0.0722204379625413,7
1155,228,5213,0.0722204379625413,3
1156,653,748,0.0722204379625413,2
1157,791,875,0.0722204379625413,2
1158,139,5149,0.0722204379625413,4
1159,4391,5151,0.0722204379625413,4
1160,711,4961,0.0722204379625413,3
1161,4394,5152,0.0722204379625413,8
1162,459,5057,0.0722204379625413,4
1163,5058,5187,0.0722204379625413,6
1164,5059,5060,0.0722204379625413,6
1165,4405,4406,0.0722204379625413,4
1166,4414,5064,0.0722204379625413,6
1167,590,5216,0.0722204379625413,3
1168,146,233,0.0722204379625413,2
1169,242,5099,0.0722204379625413,4
1170,385,487,0.0722204379625413,2
1171,854,4964,0.0722204379625413,3
1172,250,344,0.0722204379625413,2
1173,695,759,0.0722204379625413,2
1174,836,4992,0.0722204379625413,4
1175,712,5022,0.0722204379625413,3
1176,4104,4537,0.0722204379625413,3
1177,3797,4574,0.0722204379625413,4
1178,4024,4575,0.0722204379625413,3
1179,4603,4605,0.0722204379625413,5
1180,4607,4612,0.0722204379625413,9
1181,2724,3005,0.0722204379625413,2
1182,2330,4691,0.0722204379625413,4
1183,2646,2798,0.0722204379625413,2
1184,1026,5006,0.0722204379625413,3
1185,705,728,0.0722204379625413,2
1186,895,5084,0.0722204379625413,4
1187,944,1012,0.0722204379625413,2
1188,505,595,0.0722204379625413,2
1189,333,4698,0.0722204379625413,4
1190,158,209,0.0722204379625413,2
1191,560,5132,0.0722204379625413,5
1192,2677,2785,0.0722204379625413,2
1193,972,5196,0.0722204379625413,4
1194,3506,4725,0.0722204379625413,3
1195,2336,4756,0.0722204379625413,3
1196,2718,4757,0.0722204379625413,3
1197,2535,2665,0.0722204379625413,2
1198,4770,4771,0.0722204379625413,6
1199,2707,2803,0.0722204379625413,2
1200,2393,2588,0.0722204379625413,2
1201,4789,4794,0.0722204379625413,9
1202,2645,4796,0.0722204379625413,4
1203,4017,4805,0.0722204379625413,8
1204,3996,4087,0.0722204379625413,2
1205,4006,4861,0.0722204379625413,3
1206,4020,4878,0.0722204379625413,3
1207,2582,2642,0.0722204379625413,2
1208,1457,4979,0.07222043796254135,5
1209,1440,1544,0.07222043796254135,2
1210,1494,5015,0.07222043796254135,3
1211,4928,5238,0.07222043796254135,4
1212,4314,4315,0.07222043796254135,5
1213,1935,5129,0.07222043796254135,4
1214,1723,4326,0.07222043796254135,7
1215,4343,4344,0.07222043796254135,5
1216,4357,4360,0.07222043796254135,12
1217,1520,5200,0.07222043796254135,3
1218,5067,5193,0.07222043796254135,5
1219,4443,5220,0.07222043796254135,7
1220,5221,5222,0.07222043796254135,6
1221,1580,5073,0.07222043796254135,3
1222,1474,1502,0.07222043796254135,2
1223,2676,5106,0.07222043796254135,3
1224,2584,2690,0.07222043796254135,2
1225,2558,2679,0.07222043796254135,2
1226,2666,4972,0.07222043796254135,4
1227,2551,2653,0.07222043796254135,2
1228,2528,2706,0.07222043796254135,2
1229,1837,4643,0.07222043796254135,3
1230,1685,4645,0.07222043796254135,3
1231,4678,4685,0.07222043796254135,10
1232,2481,4716,0.07222043796254135,3
1233,1966,4754,0.07222043796254135,6
1234,1937,4921,0.07222043796254135,3
1235,1754,4763,0.07222043796254135,7
1236,1744,1834,0.07222043796254135,2
1237,4776,4779,0.07222043796254135,7
1238,4885,4887,0.07222043796254135,5
1239,2108,2178,0.07222043796254139,2
1240,1841,5198,0.07222043796254139,3
1241,1932,2023,0.07222043796254139,2
1242,2061,2198,0.07222043796254139,2
1243,2014,2128,0.07222043796254139,2
1244,1423,1583,0.07222043796254139,2
1245,1072,4384,0.07222043796254139,3
1246,995,5437,0.07222043796254139,4
1247,4997,5223,0.07222043796254139,4
1248,2186,2332,0.07222043796254139,2
1249,1870,5000,0.07222043796254139,3
1250,2028,5441,0.07222043796254139,4
1251,1906,5072,0.07222043796254139,3
1252,1988,4966,0.07222043796254139,3
1253,2176,5444,0.07222043796254139,4
1254,2059,2171,0.07222043796254139,2
1255,5077,5079,0.07222043796254139,8
1256,2021,5447,0.07222043796254139,9
1257,1936,2053,0.07222043796254139,2
1258,1957,5159,0.07222043796254139,6
1259,2165,5450,0.07222043796254139,7
1260,2282,4969,0.07222043796254139,6
1261,2151,5162,0.07222043796254139,5
1262,2286,5164,0.07222043796254139,3
1263,2148,2230,0.07222043796254139,2
1264,989,1130,0.07222043796254139,2
1265,1024,5456,0.07222043796254139,3
1266,1091,5309,0.0722204379625414,4
1267,1141,1202,0.0722204379625414,2
1268,1416,4195,0.0722204379625414,3
1269,1149,5174,0.0722204379625414,5
1270,1127,5007,0.0722204379625414,4
1271,1401,1431,0.0722204379625414,2
1272,1329,5175,0.0722204379625414,7
1273,1303,5464,0.0722204379625414,8
1274,1445,5465,0.0722204379625414,9
1275,1100,1158,0.0722204379625414,2
1276,1382,5197,0.0722204379625414,4
1277,3142,3636,0.0722204379625414,2
1278,1295,5013,0.0722204379625414,3
1279,1179,1207,0.0722204379625414,2
1280,5207,5320,0.0722204379625414,10
1281,1000,5472,0.0722204379625414,11
1282,4258,5183,0.0722204379625414,5
1283,1454,5051,0.0722204379625414,4
1284,1325,5475,0.0722204379625414,5
1285,1371,1455,0.0722204379625414,2
1286,1115,5334,0.0722204379625414,3
1287,2723,5248,0.0722204379625414,4
1288,2731,3188,0.0722204379625414,2
1289,2194,4296,0.0722204379625414,3
1290,4297,5481,0.0722204379625414,5
1291,3544,5482,0.0722204379625414,6
1292,5341,5483,0.0722204379625414,8
1293,2365,4938,0.0722204379625414,3
1294,2487,5485,0.0722204379625414,4
1295,5343,5486,0.0722204379625414,8
1296,2098,5404,0.0722204379625414,6
1297,4316,5488,0.0722204379625414,8
1298,2191,5128,0.0722204379625414,4
1299,4929,5490,0.0722204379625414,6
1300,5405,5491,0.0722204379625414,10
1301,4321,5406,0.0722204379625414,12
1302,1500,5493,0.0722204379625414,13
1303,4329,5494,0.0722204379625414,17
1304,2438,5495,0.0722204379625414,18
1305,4333,5496,0.0722204379625414,23
1306,2364,5497,0.0722204379625414,24
1307,5345,5498,0.0722204379625414,26
1308,1298,1367,0.0722204379625414,2
1309,4337,5500,0.0722204379625414,4
1310,2597,2682,0.0722204379625414,2
1311,2094,2485,0.0722204379625414,2
1312,2563,4939,0.0722204379625414,3
1313,4340,4341,0.0722204379625414,4
1314,1526,5407,0.0722204379625414,6
1315,1438,5408,0.0722204379625414,13
1316,4365,5507,0.0722204379625414,19
1317,4367,5508,0.0722204379625414,22
1318,4371,5509,0.0722204379625414,27
1319,4372,5510,0.0722204379625414,29
1320,4377,5511,0.0722204379625414,35
1321,5346,5512,0.0722204379625414,42
1322,1255,5438,0.0722204379625414,5
1323,5016,5017,0.0722204379625414,4
1324,1241,4409,0.0722204379625414,3
1325,1356,5516,0.0722204379625414,4
1326,1335,1379,0.0722204379625414,2
1327,1762,5018,0.0722204379625414,3
1328,1567,5019,0.0722204379625414,3
1329,1733,5520,0.0722204379625414,4
1330,1154,1263,0.0722204379625414,2
1331,1101,5192,0.0722204379625414,8
1332,1191,5025,0.0722204379625414,4
1333,5026,5524,0.0722204379625414,9
1334,4434,5525,0.0722204379625414,11
1335,1389,4435,0.0722204379625414,3
1336,1352,5410,0.0722204379625414,6
1337,1661,1705,0.0722204379625414,2
1338,1536,1643,0.0722204379625414,2
1339,1238,4994,0.0722204379625414,5
1340,1213,1313,0.0722204379625414,2
1341,5028,5532,0.0722204379625414,4
1342,1128,5219,0.0722204379625414,4
1343,1216,5534,0.0722204379625414,5
1344,1314,5535,0.0722204379625414,6
1345,1417,5411,0.0722204379625414,8
1346,1611,5537,0.0722204379625414,9
1347,1652,5538,0.0722204379625414,10
1348,1638,5412,0.0722204379625414,7
1349,1732,5540,0.0722204379625414,8
1350,5439,5541,0.0722204379625414,12
1351,5030,5203,0.0722204379625414,4
1352,1106,1184,0.0722204379625414,2
1353,1320,1366,0.0722204379625414,2
1354,1538,4456,0.0722204379625414,3
1355,1537,1609,0.0722204379625414,2
1356,1829,5224,0.0722204379625414,4
1357,1309,5071,0.0722204379625414,3
1358,1076,1142,0.0722204379625414,2
1359,4459,5225,0.0722204379625414,4
1360,1759,5551,0.0722204379625414,5
1361,1717,5442,0.0722204379625414,5
1362,1708,1844,0.0722204379625414,2
1363,2314,2434,0.0722204379625414,2
1364,1770,1877,0.0722204379625414,2
1365,4467,4967,0.0722204379625414,5
1366,837,4469,0.0722204379625414,3
1367,1262,1334,0.0722204379625414,2
1368,1364,5413,0.0722204379625414,4
1369,5226,5560,0.0722204379625414,12
1370,5102,5561,0.0722204379625414,14
1371,5227,5562,0.0722204379625414,18
1372,5448,5563,0.0722204379625414,27
1373,1275,1410,0.0722204379625414,2
1374,1098,5001,0.0722204379625414,3
1375,1791,1890,0.0722204379625414,2
1376,1243,1289,0.0722204379625414,2
1377,1301,1357,0.0722204379625414,2
1378,1038,5081,0.0722204379625414,4
1379,2805,5415,0.0722204379625414,4
1380,2486,5452,0.0722204379625414,7
1381,2628,2759,0.0722204379625414,2
1382,2269,2483,0.0722204379625414,2
1383,2289,4493,0.0722204379625414,3
1384,4971,5575,0.0722204379625414,5
1385,5111,5417,0.0722204379625414,4
1386,5112,5577,0.0722204379625414,6
1387,2631,2747,0.0722204379625414,2
1388,2273,2376,0.0722204379625414,2
1389,2544,5580,0.0722204379625414,3
1390,1398,1456,0.0722204379625414,2
1391,1516,1684,0.0722204379625414,2
1392,1738,5583,0.0722204379625414,3
1393,2292,2442,0.0722204379625414,2
1394,2374,2503,0.0722204379625414,2
1395,2346,5418,0.0722204379625414,5
1396,4973,5587,0.0722204379625414,7
1397,5116,5139,0.0722204379625414,4
1398,3678,4524,0.0722204379625414,4
1399,3718,5369,0.0722204379625414,5
1400,2076,2200,0.0722204379625414,2
1401,1994,5421,0.0722204379625414,4
1402,2093,5593,0.0722204379625414,5
1403,2203,4646,0.0722204379625414,3
1404,2237,2412,0.0722204379625414,2
1405,4670,4675,0.0722204379625414,9
1406,4677,5597,0.0722204379625414,12
1407,5423,5598,0.0722204379625414,22
1408,1432,5599,0.0722204379625414,23
1409,847,4687,0.0722204379625414,4
1410,4689,5601,0.0722204379625414,7
1411,1103,1139,0.0722204379625414,2
1412,1022,1093,0.0722204379625414,2
1413,4703,5231,0.0722204379625414,5
1414,2799,5605,0.0722204379625414,6
1415,3584,5386,0.0722204379625414,4
1416,5258,5267,0.0722204379625414,6
1417,2414,2686,0.0722204379625414,2
1418,2347,2605,0.0722204379625414,2
1419,1531,5425,0.0722204379625414,7
1420,2107,5611,0.0722204379625414,8
1421,2413,4941,0.0722204379625414,3
1422,2465,5613,0.0722204379625414,4
1423,5389,5614,0.0722204379625414,6
1424,2139,2251,0.0722204379625414,2
1425,1800,4758,0.0722204379625414,3
1426,5427,5617,0.0722204379625414,10
1427,4765,5618,0.0722204379625414,13
1428,4767,5390,0.0722204379625414,9
1429,1979,4774,0.0722204379625414,3
1430,2309,5392,0.0722204379625414,3
1431,1439,5429,0.0722204379625414,8
1432,4782,5623,0.0722204379625414,12
1433,4784,5624,0.0722204379625414,15
1434,2099,5625,0.0722204379625414,16
1435,4785,5626,0.0722204379625414,18
1436,4787,5627,0.0722204379625414,21
1437,5393,5628,0.0722204379625414,30
1438,1519,5430,0.0722204379625414,6
1439,4889,4890,0.0722204379625414,5
1440,4891,5631,0.0722204379625414,7
1441,1918,2084,0.0722204379625414,2
1442,1670,1786,0.0722204379625414,2
1443,345,5304,0.07222043796254152,4
1444,5307,5308,0.07222043796254152,13
1445,5458,5636,0.07222043796254152,17
1446,816,5039,0.07222043796254152,4
1447,636,5204,0.07222043796254152,3
1448,116,5314,0.07222043796254152,4
1449,277,5640,0.07222043796254152,5
1450,438,535,0.07222043796254152,2
1451,5295,5317,0.07222043796254152,13
1452,4237,5643,0.07222043796254152,15
1453,404,5205,0.07222043796254152,6
1454,4241,5318,0.07222043796254152,7
1455,4243,5646,0.07222043796254152,9
1456,583,638,0.07222043796254152,2
1457,614,5206,0.07222043796254152,6
1458,649,5649,0.07222043796254152,7
1459,738,815,0.07222043796254152,2
1460,5319,5473,0.07222043796254152,16
1461,5208,5321,0.07222043796254152,12
1462,4948,5653,0.07222043796254152,17
1463,115,4257,0.07222043796254152,3
1464,72,134,0.07222043796254152,2
1465,192,301,0.07222043796254152,2
1466,5089,5322,0.07222043796254152,8
1467,426,514,0.07222043796254152,2
1468,835,5211,0.07222043796254152,4
1469,74,173,0.07222043796254152,2
1470,357,5327,0.07222043796254152,11
1471,5328,5662,0.07222043796254152,16
1472,621,5663,0.07222043796254152,17
1473,112,4277,0.07222043796254152,3
1474,5332,5333,0.07222043796254152,6
1475,5136,5336,0.07222043796254152,9
1476,5093,5338,0.07222043796254152,5
1477,615,5339,0.07222043796254152,3
1478,169,4956,0.07222043796254152,3
1479,627,5096,0.07222043796254152,3
1480,347,388,0.07222043796254152,2
1481,4082,4310,0.07222043796254152,3
1482,551,5342,0.07222043796254152,4
1483,4335,5499,0.07222043796254152,29
1484,2793,4383,0.07222043796254152,3
1485,5298,5347,0.07222043796254152,8
1486,316,4387,0.07222043796254152,3
1487,5348,5349,0.07222043796254152,4
1488,270,5350,0.07222043796254152,5
1489,217,265,0.07222043796254152,2
1490,713,5351,0.07222043796254152,5
1491,5352,5353,0.07222043796254152,11
1492,4396,5299,0.07222043796254152,9
1493,203,5186,0.07222043796254152,3
1494,5189,5356,0.07222043796254152,15
1495,5358,5359,0.07222043796254152,9
1496,576,616,0.07222043796254152,2
1497,5100,5363,0.07222043796254152,7
1498,5190,5191,0.07222043796254152,7
1499,781,5367,0.07222043796254152,4
1500,4511,4514,0.07222043796254152,7
1501,4536,5368,0.07222043796254152,10
1502,4038,4074,0.07222043796254152,2
1503,5370,5591,0.07222043796254152,8
1504,4577,5695,0.07222043796254152,11
1505,3458,4593,0.07222043796254152,4
1506,5371,5372,0.07222043796254152,14
1507,4637,4642,0.07222043796254152,9
1508,3099,4664,0.07222043796254152,7
1509,5374,5375,0.07222043796254152,6
1510,571,608,0.07222043796254152,2
1511,582,617,0.07222043796254152,2
1512,746,820,0.07222043796254152,2
1513,5120,5380,0.07222043796254152,5
1514,317,382,0.07222043796254152,2
1515,252,5123,0.07222043796254152,3
1516,311,5131,0.07222043796254152,4
1517,408,4713,0.07222043796254152,3
1518,476,493,0.07222043796254152,2
1519,5387,5388,0.07222043796254152,6
1520,5391,5620,0.07222043796254152,11
1521,153,5126,0.07222043796254152,3
1522,5394,5629,0.07222043796254152,34
1523,4797,5714,0.07222043796254152,36
1524,4799,5395,0.07222043796254152,11
1525,4833,4846,0.07222043796254152,16
1526,4875,5397,0.07222043796254152,18
1527,4892,5399,0.07222043796254152,4
1528,4055,4900,0.07222043796254152,6
1529,3004,5249,0.07240134233849208,6
1530,3328,5236,0.07240134233849208,3
1531,3132,3164,0.07249051131454917,2
1532,3382,5722,0.07249051131454917,4
1533,2818,2873,0.07249051131454917,2
1534,5279,5724,0.0726419863378707,8
1535,4582,5284,0.0726419863378707,5
1536,3586,5271,0.07264198633787071,4
1537,4726,5608,0.07264198633787071,8
1538,2236,2268,0.07272183896217721,2
1539,2889,5726,0.07272183896217727,9
1540,3320,5277,0.0729159677655264,3
1541,3563,3627,0.0729159677655264,2
1542,2538,2541,0.0729159677655264,2
1543,3503,3639,0.07291596776552646,2
1544,3672,5727,0.07291596776552649,6
1545,1540,1790,0.07294136351315515,2
1546,2971,4936,0.07307071426800305,3
1547,5729,5738,0.07310944016878952,11
1548,2500,4922,0.07329476068639042,5
1549,3423,5721,0.07329476068639046,7
1550,3244,4564,0.07329476068639046,3
1551,2927,3158,0.0733437701676837,2
1552,2950,3011,0.0733437701676837,2
1553,3727,4566,0.07345238220660257,3
1554,3698,5736,0.07345238220660257,7
1555,2424,4746,0.07345238220660269,3
1556,3118,3245,0.07345238220660277,2
1557,3663,3721,0.07345238220660277,2
1558,2910,4704,0.07345238220660277,3
1559,2986,3582,0.07345238220660277,2
1560,3312,4731,0.07345238220660277,3
1561,3450,3526,0.07345238220660277,2
1562,2729,4945,0.07357749098652602,3
1563,2957,5739,0.0738326220293538,12
1564,3102,3242,0.07383262202935381,2
1565,3261,5743,0.07383262202935381,3
1566,5741,5744,0.07383262202935381,9
1567,3083,5263,0.07389220349902742,6
1568,3071,3452,0.07389220349902743,2
1569,2536,4940,0.07398793958521305,4
1570,2913,3110,0.07420571735955037,2
1571,3060,5750,0.07461591519101461,4
1572,3238,5751,0.07461591519101461,3
1573,2816,3713,0.07461591519101461,2
1574,2850,5753,0.07461591519101461,3
1575,3192,3453,0.0746159151910147,2
1576,3117,3159,0.07461591519101471,2
1577,2277,2629,0.07461591519101472,2
1578,2934,3028,0.07461591519101472,2
1579,4567,5745,0.07461591519101475,5
1580,4583,5746,0.07461591519101475,9
1581,3773,4618,0.07461591519101475,3
1582,3240,5759,0.07461591519101478,7
1583,5134,5274,0.07496384756820638,6
1584,2827,3366,0.07496384756820644,2
1585,2680,5288,0.07496384756820644,4
1586,3590,5760,0.07496384756820644,3
1587,1842,2104,0.07501926638591527,2
1588,3031,3248,0.07506260764274787,2
1589,2858,3170,0.07529943849302405,2
1590,2775,5755,0.07547404384971397,13
1591,2430,5782,0.0757138427810358,14
1592,2120,5253,0.07593016749614187,4
1593,1772,2493,0.07593016749614187,2
1594,2746,5747,0.07593016749614193,4
1595,2907,5768,0.07593016749614201,3
1596,3291,4527,0.07642717316371925,3
1597,2961,3009,0.07642717316371926,2
1598,2981,3154,0.07642717316371929,2
1599,3321,5781,0.07661500820568529,3
1600,2944,3622,0.07703009021574671,2
1601,4729,5778,0.07703009021574674,5
1602,2920,2996,0.07703009021574674,2
1603,1848,2138,0.07703009021574675,2
1604,2534,5761,0.0770300902157468,5
1605,3594,3740,0.07703009021574711,2
1606,3746,4499,0.07750621743437994,3
1607,3804,3901,0.07750621743437994,2
1608,3774,4549,0.07750621743437994,4
1609,2695,5290,0.07750621743438005,3
1610,5384,5801,0.07750621743438005,5
1611,2735,2909,0.07750621743438006,2
1612,4586,5772,0.0775062174343801,13
1613,3798,3818,0.0775062174343801,2
1614,2985,3753,0.07750621743438015,2
1615,3767,3861,0.07750621743438019,2
1616,3777,3941,0.07750621743438019,2
1617,3946,4812,0.07750621743438026,3
1618,3611,5281,0.07825798311124094,3
1619,3015,3230,0.07847069108239459,2
1620,5272,5777,0.07869470104945342,6
1621,1962,5292,0.07869470104945345,4
1622,3153,5790,0.07869470104945346,3
1623,3472,5810,0.0786947010494535,4
1624,2501,5783,0.07986600591073799,15
1625,3308,3410,0.08037778513215871,2
1626,3277,4730,0.08037778513215871,3
1627,3624,3626,0.08037778513215876,2
1628,3661,4587,0.08037778513215876,3
1629,3593,3599,0.08037778569480225,2
1630,3600,3601,0.08037778569480225,2
1631,5735,5797,0.08037778569480225,4
1632,5590,5749,0.0803777856948027,6
1633,3597,5815,0.0803777856948027,5
1634,2904,5764,0.0803777856948027,4
1635,3123,3414,0.08037778569480276,2
1636,3236,3329,0.0803777856948028,2
1637,3295,3449,0.0803777856948028,2
1638,5793,5818,0.0803777856948028,8
1639,5752,5830,0.08037778569480325,11
1640,3538,3619,0.08037778569480325,2
1641,3413,5766,0.08037778569480325,4
1642,2968,3229,0.08037778569480325,2
1643,2921,3209,0.08037778569480325,2
1644,2887,5792,0.08037778569480326,3
1645,3579,5827,0.08037778569480326,3
1646,3596,5824,0.08037778569480336,7
1647,3591,4602,0.08037778569480336,4
1648,3079,3326,0.08060871313071259,2
1649,2903,3152,0.08138036779762108,2
1650,3296,3465,0.08138036779762112,2
1651,3787,5823,0.08138036779762117,5
1652,2272,2592,0.08138036779762117,2
1653,2437,4750,0.08138036779762117,3
1654,2673,5845,0.08138036779762117,4
